championId,championName,teamPosition,total_games_played_in_role,avg_kills,avg_deaths,avg_deaths_by_enemy_champs,avg_assists,avg_kill_participation,avg_takedowns,total_wins,avg_pct_damage_in_team,avg_dmg_per_minute,avg_dmg_dealt_to_champions,avg_dmg_dealt,avg_magic_dmg_to_champs,avg_magic_dmg,avg_physical_dmg_to_champs,avg_physical_dmg,avg_true_dmg_to_champs,avg_true_dmg,avg_largest_crit,avg_time_ccing_champs,avg_total_time_cc_dealt,avg_champ_immobilizations,avg_dmg_taken_team_pct,avg_dmg_taken,avg_magic_dmg_taken,avg_physical_dmg_taken,avg_tru_dmg_taken,avg_dmg_self_mitigated,avg_times_killed_champ_took_full_team_dmg_and_survived,avg_times_survived_single_digit_hp,avg_times_survived_3_immobilizes_in_fight,avg_times_took_large_dmg_survived,avg_total_healing,avg_heals_on_teammate,avg_total_units_healed,avg_dmg_shielded_on_team,avg_effective_heal_and_shield,avg_supp_quest_completion_time,avg_longest_time_alive,avg_time_spent_dead,avg_spell1_casts,avg_spell2_casts,avg_spell3_casts,avg_spell4_casts,avg_ability_uses,avg_times_dodged_skill_small_window,avg_skillshots_dodged,avg_skillshots_landed_early_game,avg_skillshots_hit,avg_times_immobilize_and_kill_with_ally,avg_times_got_kill_after_hidden_with_ally,avg_times_pick_kill_with_ally,avg_times_knock_enemy_into_team_and_kill,avg_kills_near_enemy_turret,avg_kills_under_own_turret,avg_multikills_after_aggressive_flash,avg_outnumbered_kills,avg_outnumbered_nexus_kill,avg_quick_cleanse,avg_quick_solo_kills,avg_solo_kills,avg_takedowns_after_gaining_lvl_adv,avg_kills_on_other_lanes_early_as_jgler,avg_times_save_ally_from_death,avg_takedowns_in_alcove,total_games_first_blood_kill,total_games_first_blood_assist,avg_takedowns_before_jg_camps_spawn,avg_first_takedown_time,avg_champ_exp_at_game_end,avg_champ_lvl_at_game_end,avg_gold_earned_per_game,avg_gold_per_minute,avg_gold_spent,avg_bounty_lvl,avg_bounty_gold,avg_max_lvl_lead_lane_opp,avg_cs,avg_cs_10_mins,avg_max_cs_over_lane_opp,avg_consumables_purchased,avg_number_of_items_purchased,total_games_fastest_item_completion,avg_neutral_monsters_cs,avg_buffs_stolen,avg_initial_buff_count,avg_epic_monster_kills_within_30s_of_spawn,avg_initial_crab_count,avg_crabs_per_game,avg_jg_cs_before_10m,avg_jgler_kills_early_jungle,avg_jgler_early_kills_on_laners,avg_jgler_tkdowns_near_damaged_epic_monsters,avg_kills_with_help_from_epic_monster,avg_vision_score,avg_vision_score_per_min,avg_vision_score_adv_over_lane_opp,avg_stealth_wards_placed,avg_wards_placed,avg_wards_guarded,avg_ctrol_wards_placed,avg_ctrl_ward_time_coverage_in_river_or_enemy_half,avg_unseen_recalls,avg_wards_killed,avg_ward_tkdowns,avg_ward_tkdowns_beforem_20m,avg_2_wards_killed_w_1_sweeper,avg_ctrl_wards_bought,avg_earliest_baron_by_team_time,avg_baron_kills_by_team,avg_herald_kills_by_team,avg_dragon_kills_by_team,avg_elder_dragon_kills_by_team,avg_elder_dragon_kills_w_opposing_soul,avg_inhib_kills_by_team,avg_tower_kills_by_team,avg_inhibs_lost_by_team,avg_nexus_lost_by_team,avg_turrets_lost_by_team,avg_first_turret_kill_time_by_team,avg_total_team_champ_kills,avg_team_aces_before_15_by_team,avg_flawless_aces_by_team,avg_shortes_time_to_ace_from_1st_tkdown,avg_max_kill_deficit,avg_indiv_dmg_dealt_to_buildings,avg_indiv_dmg_dealth_to_turrets,avg_indiv_turret_plates_taken,avg_turrets_killed_before_plates_fell,avg_indiv_tower_kills,avg_indiv_tower_tkdowns,avg_indiv_tower_tkdowns2,avg_indiv_solo_towers_kills_late_game,avg_indiv_towers_taken_w_rift_herald,avg_indiv_multi_towers_taken_w_rift_herald,avg_indiv_inhib_kills,avg_indiv_inhib_tkdowns,avg_indiv_nexus_kills,avg_indiv_nexus_tkdowns,avg_indiv_dmg_dealt_to_objs,avg_indiv_baron_kills,avg_indiv_solo_baron_kills,avg_indiv_baron_tkdowns,avg_indiv_dragon_kills,avg_indiv_dragon_tkdowns,avg_indiv_rift_herald_tkdowns,avg_indiv_void_monster_kills,avg_objs_stolen,avg_objs_stolen_assists,avg_epic_monster_steals,avg_epic_monster_steals_without_smite,avg_epic_monsters_killed_near_enemy_jgler,avg_earliest_drag_tkd,number_of_games_had_drag_tkd,avg_time_played_per_game,avg_game_length,avg_doublekills,avg_triplekills,avg_quadrakills,avg_pentakills,avg_largest_multikill,avg_number_of_multikills,avg_multikills_with_one_spell,avg_killing_sprees,avg_killing_sprees2,avg_legendary_count,avg_largest_killing_spee,avg_unreal_kills,avg_12_assist_streaks,avg_elder_drag_multikills,avg_full_team_tkds,avg_times_blast_cone_enemy,avg_double_aces,avg_fist_bump_participations,avg_mejai_full_stack_time,avg_outer_turret_executes_before_10m,avg_tkds_in_enemy_fountain,mode_individual_position,mode_lane,mode_role,mode_team_position,champ_role,kda,winrate,cs_per_minute,gold_per_minute,damage_per_minute,pct_first_drag_tkd_min_5to7,pct_first_drag_tkd_min_7to11,pct_first_drag_tkd_min_11to15,pct_first_drag_tkd_min_15+,pct_highest_dmg_in_match,pct_highest_cc_in_match,pct_highest_ward_kills_in_match,pct_fastest_supp_quest_in_match,pct_first_to_buy_item_in_match,pct_games_first_blood_kill,pct_games_first_blood_assist,pct_of_games_with_early_lanephase_gold_exp_adv,pct_of_games_with_lanephase_gold_exp_adv,pct_games_jgler_had_early_tkdowns_in_all_lanes,pct_of_games_team_took_first_baron,pct_of_games_team_took_first_drag,pct_of_games_team_took_first_inhib,pct_games_team_took_first_herald,pct_of_games_team_took_first_turret,pct_of_games_with_perfect_drag_soul_taken,pct_of_games_first_turret_taken_by_team,pct_of_games_that_are_perfect_games,pct_of_games_indiv_killed_1st_tower,pct_of_games_indiv_tkdown_1st_tower,pct_of_games_indiv_had_1st_turret_assist,pct_of_games_indiv_took_1st_tower_quick,pct_of_games_with_open_nexus,pct_of_games_ended_in_early_ff,pct_of_games_ended_in_ff,pct_of_games_team_ffd,pct_of_games_danced_with_rift_herald,pct_of_games_played_champ_select_position
33,Rammus,JUNGLE,45,4.49,4.76,4.73,11.87,0.55,16.36,23,0.14,495.63,14807.22,197939.53,11144.24,82701.87,2727.56,31063.64,934.76,84173.16,32.93,45.51,592.53,71.11,0.26,33514.51,12203.07,18866.53,2443.93,68537.76,0.0,0.04,5.58,0.49,14579.84,254.69,4.36,10.76,266.0,0.0,675.93,142.69,90.11,88.44,52.31,8.44,239.31,2.6,33.07,0.0,0.0,11.2,1.53,13.73,6.38,1.09,0.51,0.02,0.56,0.0,0.0,0.0,0.56,0.0,,0.2,0.11,6,0.13,0.09,5.87,13772.09,14.71,10737.53,372.48,9854.44,4.49,178.1,1.18,24.53,2.82,10.84,2.16,19.49,1902.82,134.98,7.33,2.02,0.31,0.87,2.82,52.56,0.11,0.98,0.11,0.09,18.78,0.66,-0.09,3.24,4.44,0.89,1.02,0.51,0.02,2.91,2.91,1.62,0.09,1.11,1678.44,0.36,0.49,1.58,0.0,0.0,0.76,5.36,1.02,0.49,6.04,838.09,29.53,0.0,0.18,27.51,1.07,1214.89,1214.89,0.31,0.0,0.58,1.4,1.4,1.0,1.11,0.0,0.04,0.31,0.04,0.29,23297.69,0.31,0.0,0.33,1.42,1.51,0.47,3.8,0.16,0.04,0.13,0.11,0.73,844.9,33,1730.84,1731.42,0.16,0.0,0.0,0.0,1.13,0.16,0.0,0.91,0.51,0.04,2.51,0.0,0.13,0.0,1.29,0.02,0.0,0.2,0.0,0.02,0.0,JUNGLE,JUNGLE,NONE,JUNGLE,Rammus JUNGLE,3.44,0.51,5.53,372.22,513.3,12.12,18.18,39.39,30.3,0.0,24.44,8.89,0.0,4228.49,13.33,0.29,0.04,0.04,,0.73,0.8,0.93,1.09,1.04,0.09,48.89,0.0,4.44,4.44,8.89,0.0,0.04,0.0,0.69,0.0,0.0,2.22
33,Rammus,TOP,6,4.17,6.83,6.5,9.33,0.48,13.5,2,0.17,585.13,17408.67,112038.0,14008.33,89342.83,2906.17,18570.33,493.33,4123.83,54.17,48.0,340.17,82.83,0.23,29785.33,10737.0,16026.17,3021.17,62791.33,0.0,0.0,5.67,0.17,2968.17,63.67,2.0,0.0,63.94,0.17,595.0,204.83,68.83,62.17,28.17,8.0,167.17,1.17,19.0,0.0,0.0,9.67,0.5,11.33,6.0,0.83,0.67,0.0,0.83,0.0,0.0,0.0,0.83,0.0,0.33,0.0,0.17,0,0.0,0.0,4.67,13409.33,14.83,11038.0,377.63,10301.67,4.17,185.23,1.0,152.5,54.17,15.0,1.0,22.17,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,,,0.0,0.5,33.67,1.19,1.34,13.5,15.17,0.83,0.83,0.52,0.17,2.33,2.33,1.5,0.17,1.0,1546.95,0.33,0.67,2.17,0.0,0.0,0.83,6.0,1.17,0.67,6.5,831.02,27.33,0.0,0.17,12.49,0.33,2989.0,2989.0,1.5,0.17,1.33,2.17,2.17,1.0,1.67,0.0,0.17,0.67,0.0,0.17,4277.5,0.0,0.0,0.17,0.0,0.17,0.33,1.33,0.0,0.0,0.0,0.0,0.17,603.91,1,1753.67,1754.41,0.17,0.0,0.0,0.0,1.17,0.17,0.0,0.83,0.33,0.0,2.17,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.17,0.0,TOP,TOP,SOLO,TOP,Rammus TOP,1.98,0.33,5.23,377.65,595.62,0.0,100.0,0.0,0.0,0.0,33.33,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,5.5,8.33,5.5,11.17,11.17,2.83,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,16.67
33,Rammus,UTILITY,3,1.0,7.0,7.0,13.33,0.48,14.33,3,0.08,364.91,11630.0,31989.0,9423.33,24007.0,2043.33,5177.67,163.0,2803.33,31.0,39.0,427.33,62.33,0.17,27583.0,12365.67,13745.67,1470.67,47551.67,0.0,0.33,1.67,0.0,3504.67,171.67,4.0,0.0,172.21,0.33,676.67,199.67,80.33,39.33,21.33,10.67,151.67,7.33,57.67,0.0,0.0,8.33,1.0,12.67,5.0,0.67,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0,0.33,0.0,6.67,11101.0,13.33,8870.0,280.1,7950.0,1.0,0.0,1.0,25.67,11.0,1.33,2.67,20.33,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,62.67,1.94,-0.08,30.33,31.0,0.67,0.67,,0.0,5.0,5.0,3.67,0.0,0.67,1868.1,0.67,0.67,3.0,0.33,0.33,2.67,11.33,0.33,0.0,2.33,851.92,30.67,0.0,0.0,,3.67,211.67,211.67,0.33,0.0,0.0,1.33,1.33,,1.67,0.0,0.0,0.33,0.0,0.0,1933.67,0.0,0.0,0.33,0.0,0.33,0.33,0.67,0.0,0.0,0.0,0.0,0.0,1116.19,1,1910.0,1910.57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UTILITY,BOTTOM,SUPPORT,UTILITY,Rammus UTILITY,2.05,1.0,0.83,278.64,365.34,0.0,0.0,0.0,100.0,0.0,33.33,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,22.33,22.33,33.33,22.33,22.33,22.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33
34,Anivia,MIDDLE,160,5.17,4.68,4.68,7.98,0.45,13.14,83,0.21,721.1,21637.6,144761.38,19045.95,129902.36,1441.26,11168.31,1149.45,3689.81,0.0,45.82,1083.51,51.78,0.21,29968.64,13117.94,15371.84,1477.86,16436.88,0.0,0.06,3.23,0.02,4770.62,0.0,1.0,0.0,0.0,0.0,659.42,152.94,95.13,20.88,79.51,116.44,311.96,1.91,27.65,4.01,20.22,6.41,1.05,9.79,0.0,1.15,0.64,0.01,0.71,0.0,0.0,0.0,1.24,0.01,0.26,0.0,0.06,10,0.11,0.13,4.07,16529.12,15.95,11580.72,396.17,10749.91,5.17,179.55,1.86,199.99,70.74,26.01,3.71,21.46,5083.62,4.26,0.14,0.0,0.01,0.01,0.11,0.18,,,0.12,0.19,19.66,0.67,0.19,6.96,10.57,0.25,1.14,0.55,0.02,1.93,2.02,0.91,0.01,1.32,1709.86,0.4,0.47,2.02,0.04,0.01,1.06,6.09,0.84,0.49,5.47,831.83,28.7,0.0,0.18,25.85,1.68,2886.25,2886.25,1.37,0.04,1.0,2.06,2.06,1.12,1.09,0.01,0.16,0.5,0.09,0.29,8083.13,0.02,0.0,0.31,0.07,0.72,0.14,1.02,0.0,0.02,0.0,0.0,0.02,1108.16,81,1745.24,1745.83,0.31,0.02,0.01,0.0,1.24,0.34,0.04,1.25,0.64,0.02,2.78,0.0,0.02,0.01,1.06,0.01,0.0,0.14,0.0,0.0,0.0,MIDDLE,MIDDLE,SOLO,MIDDLE,Anivia MIDDLE,2.81,0.52,7.02,398.14,743.88,7.41,12.35,16.05,64.2,2.5,34.38,0.62,0.0,3177.26,6.25,0.07,0.02,0.07,0.01,0.2,0.31,0.27,0.29,0.35,0.05,55.62,0.0,3.12,7.5,4.38,0.0,0.01,0.0,0.2,0.0,0.0,0.62
34,Anivia,TOP,20,4.2,4.45,4.45,7.2,0.36,11.4,11,0.2,694.72,20899.1,139647.9,18404.8,123398.25,1990.75,12309.4,502.75,3939.0,0.0,48.85,1118.95,54.8,0.24,32253.3,13344.7,17094.85,1812.8,21566.55,0.0,0.05,3.95,0.1,5442.25,0.0,1.0,0.0,0.0,0.0,593.4,147.3,92.7,24.45,85.6,111.35,314.1,0.75,17.15,6.0,26.1,5.35,0.65,8.35,0.0,0.55,1.2,0.05,0.55,0.0,0.0,0.0,1.35,0.0,0.25,0.0,0.1,1,0.05,0.15,3.55,16088.55,15.9,10998.05,380.63,10036.75,4.2,51.31,1.8,194.35,69.2,27.19,4.3,21.35,0.0,4.5,0.1,0.0,0.0,0.0,0.2,0.1,,,0.05,0.3,21.55,0.7,0.27,6.6,10.95,0.15,1.6,0.51,0.0,2.05,2.05,0.7,0.0,1.65,1587.66,0.4,0.4,2.15,0.0,0.0,1.05,6.35,0.65,0.45,5.7,815.63,28.7,0.0,0.15,36.75,0.95,3651.15,3651.15,1.5,0.05,1.15,2.65,2.65,1.6,0.5,0.0,0.15,0.45,0.05,0.45,7870.3,0.05,0.0,0.35,0.05,0.4,0.05,1.25,0.0,0.0,0.0,0.0,0.0,1501.41,8,1722.65,1723.15,0.25,0.0,0.0,0.0,1.0,0.25,0.05,1.1,0.55,0.0,2.05,0.0,0.05,0.0,1.05,0.0,0.0,0.1,0.0,0.0,0.0,TOP,TOP,SOLO,TOP,Anivia TOP,2.56,0.55,6.93,383.06,727.92,0.0,0.0,12.5,87.5,0.0,40.0,0.0,0.0,0.0,5.0,0.25,0.75,0.5,0.0,2.0,2.25,2.75,2.0,2.25,0.25,45.0,0.0,15.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
34,Anivia,UTILITY,16,2.75,6.62,6.5,10.06,0.52,12.81,4,0.14,445.78,12264.25,37696.5,9542.19,29627.62,1586.06,5070.38,1134.88,2997.38,0.0,41.25,454.19,53.88,0.2,25143.44,9732.56,14517.44,892.44,11623.19,0.0,0.12,1.25,0.0,1939.88,115.69,1.5,0.0,115.72,0.56,524.5,156.12,68.31,24.19,42.25,56.44,191.19,1.25,24.62,5.31,20.25,6.88,1.69,10.75,0.06,0.94,0.44,0.0,0.44,0.0,0.0,0.0,0.5,0.0,0.12,0.0,0.06,2,0.38,0.06,5.69,9524.06,12.06,7775.06,291.99,7212.5,2.75,107.15,1.38,42.0,12.62,18.86,7.31,21.94,0.0,0.62,0.06,0.0,0.0,0.0,0.0,0.2,,,0.0,0.12,64.69,2.41,0.07,25.94,30.31,0.38,3.94,0.5,0.0,6.88,6.94,4.94,0.0,4.69,1744.39,0.12,0.44,1.19,0.0,0.0,0.38,4.0,0.81,0.75,6.75,801.28,24.06,0.0,0.06,17.92,1.31,603.12,603.12,1.0,0.0,0.06,0.56,0.56,,1.88,0.06,0.06,0.19,0.06,0.12,2959.62,0.0,0.0,0.19,0.0,0.44,0.25,0.75,0.0,0.06,0.0,0.0,0.06,868.59,5,1597.88,1598.53,0.06,0.0,0.0,0.0,0.81,0.06,0.0,0.56,0.12,0.0,0.88,0.0,0.12,0.0,0.44,0.06,0.0,0.75,0.0,0.06,0.0,UTILITY,BOTTOM,SUPPORT,UTILITY,Anivia UTILITY,1.94,0.25,1.6,291.95,460.52,0.0,0.0,80.0,20.0,0.0,31.25,43.75,25.0,0.0,12.5,2.38,0.0,0.0,0.0,0.38,2.38,1.19,2.75,2.38,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,6.25
35,Shaco,JUNGLE,263,7.43,5.52,5.51,7.97,0.55,15.4,121,0.19,663.87,20577.54,225555.17,11329.69,89868.91,6697.06,73397.54,2549.77,62288.0,414.22,29.15,740.52,41.32,0.24,29206.16,9561.54,18691.14,952.52,15575.27,0.0,0.03,1.76,0.0,12550.21,10.35,1.05,0.0,10.36,0.0,580.22,169.75,63.19,81.73,83.79,127.33,356.05,1.7,23.86,0.0,0.0,3.43,1.28,12.23,0.01,1.24,0.65,0.0,1.23,0.0,0.0,0.03,1.16,0.02,,0.0,0.15,47,0.13,0.03,6.41,14176.37,14.65,11679.22,406.38,10772.35,7.43,254.2,1.66,22.45,2.33,25.52,2.41,19.51,20864.06,151.22,8.53,2.03,0.26,1.0,3.56,57.7,0.18,1.74,0.22,0.3,23.02,0.79,0.15,2.05,3.79,0.59,1.54,0.54,0.02,4.01,4.03,2.02,0.11,1.69,1693.39,0.43,0.4,1.91,0.03,0.0,0.88,5.43,0.9,0.54,5.84,828.51,28.24,0.0,0.08,31.01,1.18,1215.46,1215.46,0.26,0.04,0.5,1.03,1.03,1.09,0.65,0.0,0.13,0.32,0.08,0.22,27255.03,0.33,0.0,0.42,1.53,1.75,0.38,3.94,0.13,0.01,0.11,0.08,0.7,718.49,200,1716.34,1716.98,0.5,0.03,0.0,0.0,1.37,0.54,0.0,1.77,0.95,0.07,3.52,0.0,0.01,0.0,0.68,0.04,0.0,0.21,0.0,0.01,0.08,JUNGLE,JUNGLE,NONE,JUNGLE,Shaco JUNGLE,2.79,0.46,6.07,408.28,719.35,12.0,42.5,21.0,24.5,3.8,5.7,13.69,0.0,7933.1,17.87,0.05,0.06,0.05,,0.13,0.19,0.16,0.15,0.19,0.04,49.05,1.14,3.04,6.84,2.28,0.0,0.0,0.01,0.09,0.0,0.0,0.38
35,Shaco,UTILITY,88,3.61,5.28,5.2,10.77,0.5,14.39,49,0.18,647.14,18790.25,47041.48,14608.27,32339.93,2876.53,8366.55,1304.57,6333.98,0.01,35.57,301.39,50.06,0.15,18534.31,7371.48,10315.81,845.99,8101.7,0.0,0.02,1.72,0.0,2183.24,17.73,1.1,0.0,17.75,0.7,613.57,126.0,49.16,70.92,44.74,141.09,305.91,0.84,19.44,0.0,2.67,3.15,1.48,11.75,0.01,0.61,0.42,0.0,0.57,0.0,0.0,0.0,0.51,0.01,0.3,0.01,0.1,12,0.16,0.06,5.72,10399.61,12.6,8529.07,304.79,7659.03,3.61,111.96,1.52,33.4,12.72,15.25,4.44,19.9,0.0,4.99,0.12,0.03,0.03,0.03,0.17,1.44,,,0.06,0.11,57.94,2.03,-0.02,21.59,24.01,0.74,2.12,0.55,0.0,6.44,6.49,3.68,0.19,2.4,1689.07,0.38,0.56,2.17,0.01,0.0,0.94,6.01,0.69,0.43,5.24,841.2,28.23,0.0,0.16,30.38,1.75,1163.84,1163.84,1.36,0.2,0.42,1.33,1.33,,1.25,0.01,0.06,0.38,0.08,0.24,3330.74,0.0,0.0,0.17,0.06,0.66,0.2,0.92,0.01,0.0,0.01,0.01,0.03,788.89,40,1681.83,1682.45,0.14,0.0,0.0,0.0,1.05,0.14,0.0,0.78,0.31,0.0,1.48,0.0,0.07,0.0,0.52,0.09,0.0,0.19,0.0,0.02,0.11,UTILITY,BOTTOM,SUPPORT,UTILITY,Shaco UTILITY,2.72,0.56,1.37,304.28,670.35,20.0,25.0,17.5,37.5,3.41,15.91,54.55,34.09,0.0,13.64,0.18,0.06,0.08,0.02,0.36,0.59,0.5,0.64,0.67,0.06,57.95,0.0,4.55,11.36,17.05,1.14,0.0,0.0,0.31,0.0,0.0,1.14
36,DrMundo,JUNGLE,28,4.0,4.32,4.29,6.82,0.45,10.82,12,0.19,612.61,17676.25,266364.75,9091.11,68228.07,7829.89,102327.71,754.14,95808.36,3.86,13.18,434.79,0.18,0.38,57311.5,17062.25,37717.11,2531.21,43950.25,0.0,0.04,1.32,0.57,41022.89,0.0,1.0,0.0,0.0,0.0,592.79,119.07,187.36,61.57,97.86,5.71,352.5,1.79,27.36,3.61,31.61,0.0,1.0,8.89,0.0,0.75,0.43,0.0,0.61,0.0,0.0,0.0,0.43,0.04,,0.0,0.07,1,0.04,0.04,4.25,14378.39,15.04,11105.18,394.73,10166.96,4.0,166.13,1.82,26.07,2.75,42.89,1.29,18.68,0.0,175.57,8.54,2.0,0.46,1.04,3.68,71.31,0.11,0.78,0.14,0.21,18.54,0.68,-0.04,2.18,2.93,0.5,0.71,0.56,0.0,3.71,3.93,1.82,0.18,0.86,1664.69,0.29,0.39,1.86,0.04,0.0,0.75,5.39,0.89,0.57,5.79,861.82,24.46,0.0,0.07,19.44,1.18,1591.11,1591.11,0.18,0.0,0.79,1.46,1.46,1.0,1.43,0.04,0.04,0.29,0.11,0.29,35271.75,0.18,0.0,0.29,1.68,1.79,0.39,4.14,0.18,0.0,0.07,0.07,0.86,602.52,21,1689.0,1689.5,0.36,0.04,0.0,0.0,1.29,0.39,0.0,1.04,0.39,0.0,2.18,0.0,0.04,0.0,0.71,0.11,0.0,0.07,0.0,0.0,0.0,JUNGLE,JUNGLE,NONE,JUNGLE,DrMundo JUNGLE,2.5,0.43,7.16,394.5,627.93,33.33,28.57,28.57,9.52,0.0,0.0,21.43,0.0,0.0,3.57,0.14,0.0,0.25,,1.04,1.79,1.39,1.39,1.64,0.39,46.43,0.0,3.57,3.57,0.0,0.0,0.0,0.0,1.04,0.0,0.0,3.57
36,DrMundo,TOP,196,3.11,4.48,4.46,5.01,0.3,8.12,91,0.23,762.4,22016.14,145581.29,12488.45,37982.02,9264.72,103832.39,262.47,3766.11,2.72,14.43,246.14,0.06,0.32,49150.0,17344.43,29034.71,2769.9,36429.2,0.02,0.04,1.89,0.65,13778.33,0.0,1.0,0.0,0.0,0.0,606.25,136.67,136.55,41.78,73.97,6.43,258.73,2.05,26.2,9.68,42.04,0.0,0.52,6.0,0.0,0.63,0.37,0.03,0.65,0.0,0.0,0.0,0.8,0.01,0.08,0.0,0.06,9,0.08,0.1,2.15,14794.62,15.12,10707.63,385.65,9942.53,3.11,105.73,1.28,193.9,67.72,14.61,1.82,18.36,3326.44,2.32,0.07,0.0,0.02,0.01,0.11,0.1,,,0.08,0.15,14.65,0.53,0.07,7.05,7.71,0.36,0.37,0.44,0.02,1.18,1.36,0.58,0.01,0.5,1700.5,0.32,0.33,1.86,0.02,0.0,0.79,5.58,0.81,0.54,5.54,849.11,25.1,0.0,0.14,28.01,1.41,7412.05,7412.05,1.91,0.1,1.99,2.7,2.7,1.75,0.79,0.01,0.18,0.39,0.09,0.31,10763.22,0.01,0.0,0.19,0.06,0.3,0.09,0.61,0.0,0.0,0.0,0.0,0.03,1387.78,48,1647.63,1648.25,0.25,0.02,0.01,0.0,1.1,0.28,0.0,0.74,0.3,0.01,1.68,0.0,0.01,0.0,0.72,0.01,0.0,0.08,0.0,0.01,0.03,TOP,TOP,SOLO,TOP,DrMundo TOP,1.81,0.46,7.15,389.93,801.74,0.0,2.08,4.17,93.75,4.59,1.02,0.51,0.0,1697.16,4.59,0.04,0.01,0.02,0.0,0.13,0.27,0.2,0.17,0.23,0.05,45.41,0.0,13.78,17.35,0.51,0.0,0.0,0.01,0.15,0.01,0.0,0.51
37,Sona,UTILITY,254,1.79,4.88,4.87,13.59,0.59,15.38,133,0.11,339.3,9640.23,24813.67,7482.7,16921.77,1953.27,5662.3,203.56,2228.56,0.0,15.71,48.93,8.35,0.15,18992.07,7753.61,10484.81,752.75,11735.62,0.0,0.06,1.45,0.0,16754.86,9793.93,4.91,5679.56,15474.46,0.67,600.7,118.53,65.6,87.28,92.57,7.86,253.31,1.98,27.54,0.01,8.22,3.03,1.79,12.96,0.0,0.35,0.41,0.01,0.17,0.0,0.0,0.0,0.13,0.0,0.03,2.19,0.09,12,0.11,0.04,4.98,10423.8,12.56,7726.24,281.43,6828.41,1.79,48.27,1.56,24.0,10.81,5.69,4.48,20.4,0.0,0.54,0.01,0.0,0.01,0.0,0.0,0.02,,,0.02,0.04,57.01,1.99,0.0,24.33,26.82,0.41,2.09,0.46,0.02,5.53,5.61,3.26,0.28,2.35,1692.21,0.3,0.45,1.8,0.02,0.0,0.87,5.65,0.89,0.48,5.63,844.55,25.44,0.01,0.21,29.22,1.55,1656.79,1656.79,1.36,0.13,0.63,2.76,2.76,,1.12,0.01,0.15,0.63,0.09,0.37,4182.43,0.01,0.0,0.27,0.05,1.25,0.27,1.07,0.0,0.01,0.0,0.0,0.01,868.67,166,1649.81,1650.42,0.07,0.0,0.0,0.0,0.81,0.07,0.0,0.32,0.09,0.0,0.7,0.0,0.37,0.0,0.94,0.0,0.0,0.21,0.0,0.01,0.0,UTILITY,BOTTOM,SUPPORT,UTILITY,Sona UTILITY,3.15,0.52,0.89,280.99,350.59,13.86,16.87,24.7,44.58,0.39,0.0,38.58,25.98,0.0,4.72,0.04,0.03,0.02,0.0,0.1,0.17,0.17,0.18,0.17,0.02,43.31,0.39,4.72,15.75,12.99,0.0,0.0,0.01,0.09,0.0,0.0,0.39
