championId,championName,teamPosition,total_games_played_in_role,avg_kills,avg_deaths,avg_deaths_by_enemy_champs,avg_assists,avg_kill_participation,avg_takedowns,total_wins,avg_pct_damage_in_team,avg_dmg_per_minute,avg_dmg_dealt_to_champions,avg_dmg_dealt,avg_magic_dmg_to_champs,avg_magic_dmg,avg_physical_dmg_to_champs,avg_physical_dmg,avg_true_dmg_to_champs,avg_true_dmg,avg_largest_crit,avg_time_ccing_champs,avg_total_time_cc_dealt,avg_champ_immobilizations,avg_dmg_taken_team_pct,avg_dmg_taken,avg_magic_dmg_taken,avg_physical_dmg_taken,avg_tru_dmg_taken,avg_dmg_self_mitigated,avg_times_killed_champ_took_full_team_dmg_and_survived,avg_times_survived_single_digit_hp,avg_times_survived_3_immobilizes_in_fight,avg_times_took_large_dmg_survived,avg_total_healing,avg_heals_on_teammate,avg_total_units_healed,avg_dmg_shielded_on_team,avg_effective_heal_and_shield,avg_supp_quest_completion_time,avg_longest_time_alive,avg_time_spent_dead,avg_spell1_casts,avg_spell2_casts,avg_spell3_casts,avg_spell4_casts,avg_ability_uses,avg_times_dodged_skill_small_window,avg_skillshots_dodged,avg_skillshots_landed_early_game,avg_skillshots_hit,avg_times_immobilize_and_kill_with_ally,avg_times_got_kill_after_hidden_with_ally,avg_times_pick_kill_with_ally,avg_times_knock_enemy_into_team_and_kill,avg_kills_near_enemy_turret,avg_kills_under_own_turret,avg_multikills_after_aggressive_flash,avg_outnumbered_kills,avg_outnumbered_nexus_kill,avg_quick_cleanse,avg_quick_solo_kills,avg_solo_kills,avg_takedowns_after_gaining_lvl_adv,avg_kills_on_other_lanes_early_as_jgler,avg_times_save_ally_from_death,avg_takedowns_in_alcove,total_games_first_blood_kill,total_games_first_blood_assist,avg_takedowns_before_jg_camps_spawn,avg_first_takedown_time,avg_champ_exp_at_game_end,avg_champ_lvl_at_game_end,avg_gold_earned_per_game,avg_gold_per_minute,avg_gold_spent,avg_bounty_lvl,avg_bounty_gold,avg_max_lvl_lead_lane_opp,avg_cs,avg_cs_10_mins,avg_max_cs_over_lane_opp,avg_consumables_purchased,avg_number_of_items_purchased,total_games_fastest_item_completion,avg_neutral_monsters_cs,avg_buffs_stolen,avg_initial_buff_count,avg_epic_monster_kills_within_30s_of_spawn,avg_initial_crab_count,avg_crabs_per_game,avg_jg_cs_before_10m,avg_jgler_kills_early_jungle,avg_jgler_early_kills_on_laners,avg_jgler_tkdowns_near_damaged_epic_monsters,avg_kills_with_help_from_epic_monster,avg_vision_score,avg_vision_score_per_min,avg_vision_score_adv_over_lane_opp,avg_stealth_wards_placed,avg_wards_placed,avg_wards_guarded,avg_ctrol_wards_placed,avg_ctrl_ward_time_coverage_in_river_or_enemy_half,avg_unseen_recalls,avg_wards_killed,avg_ward_tkdowns,avg_ward_tkdowns_beforem_20m,avg_2_wards_killed_w_1_sweeper,avg_ctrl_wards_bought,avg_earliest_baron_by_team_time,avg_baron_kills_by_team,avg_herald_kills_by_team,avg_dragon_kills_by_team,avg_elder_dragon_kills_by_team,avg_elder_dragon_kills_w_opposing_soul,avg_inhib_kills_by_team,avg_tower_kills_by_team,avg_inhibs_lost_by_team,avg_nexus_lost_by_team,avg_turrets_lost_by_team,avg_first_turret_kill_time_by_team,avg_total_team_champ_kills,avg_team_aces_before_15_by_team,avg_flawless_aces_by_team,avg_shortes_time_to_ace_from_1st_tkdown,avg_max_kill_deficit,avg_indiv_dmg_dealt_to_buildings,avg_indiv_dmg_dealth_to_turrets,avg_indiv_turret_plates_taken,avg_turrets_killed_before_plates_fell,avg_indiv_tower_kills,avg_indiv_tower_tkdowns,avg_indiv_tower_tkdowns2,avg_indiv_solo_towers_kills_late_game,avg_indiv_towers_taken_w_rift_herald,avg_indiv_multi_towers_taken_w_rift_herald,avg_indiv_inhib_kills,avg_indiv_inhib_tkdowns,avg_indiv_nexus_kills,avg_indiv_nexus_tkdowns,avg_indiv_dmg_dealt_to_objs,avg_indiv_baron_kills,avg_indiv_solo_baron_kills,avg_indiv_baron_tkdowns,avg_indiv_dragon_kills,avg_indiv_dragon_tkdowns,avg_indiv_rift_herald_tkdowns,avg_indiv_void_monster_kills,avg_objs_stolen,avg_objs_stolen_assists,avg_epic_monster_steals,avg_epic_monster_steals_without_smite,avg_epic_monsters_killed_near_enemy_jgler,avg_earliest_drag_tkd,number_of_games_had_drag_tkd,avg_time_played_per_game,avg_game_length,avg_doublekills,avg_triplekills,avg_quadrakills,avg_pentakills,avg_largest_multikill,avg_number_of_multikills,avg_multikills_with_one_spell,avg_killing_sprees,avg_killing_sprees2,avg_legendary_count,avg_largest_killing_spee,avg_unreal_kills,avg_12_assist_streaks,avg_elder_drag_multikills,avg_full_team_tkds,avg_times_blast_cone_enemy,avg_double_aces,avg_fist_bump_participations,avg_mejai_full_stack_time,avg_outer_turret_executes_before_10m,avg_tkds_in_enemy_fountain,mode_individual_position,mode_lane,mode_role,mode_team_position,champ_role,kda,winrate,cs_per_minute,gold_per_minute,damage_per_minute,pct_first_drag_tkd_min_5to7,pct_first_drag_tkd_min_7to11,pct_first_drag_tkd_min_11to15,pct_first_drag_tkd_min_15+,pct_highest_dmg_in_match,pct_highest_cc_in_match,pct_highest_ward_kills_in_match,pct_fastest_supp_quest_in_match,pct_first_to_buy_item_in_match,pct_games_first_blood_kill,pct_games_first_blood_assist,pct_of_games_with_early_lanephase_gold_exp_adv,pct_of_games_with_lanephase_gold_exp_adv,pct_games_jgler_had_early_tkdowns_in_all_lanes,pct_of_games_team_took_first_baron,pct_of_games_team_took_first_drag,pct_of_games_team_took_first_inhib,pct_games_team_took_first_herald,pct_of_games_team_took_first_turret,pct_of_games_with_perfect_drag_soul_taken,pct_of_games_first_turret_taken_by_team,pct_of_games_that_are_perfect_games,pct_of_games_indiv_killed_1st_tower,pct_of_games_indiv_tkdown_1st_tower,pct_of_games_indiv_had_1st_turret_assist,pct_of_games_indiv_took_1st_tower_quick,pct_of_games_with_open_nexus,pct_of_games_ended_in_early_ff,pct_of_games_ended_in_ff,pct_of_games_team_ffd,pct_of_games_danced_with_rift_herald,pct_of_games_played_champ_select_position
240,Kled,UTILITY,7,2.43,5.86,5.86,7.57,0.46,10.0,4,0.11,446.35,11481.86,23672.71,0.0,0.0,10518.86,21471.14,962.71,2200.86,0.0,6.43,44.14,13.86,0.15,21825.86,10036.14,10691.57,1097.14,13994.14,0.0,0.0,3.57,0.0,2475.43,0.0,0.71,0.0,0.0,0.57,251.71,140.57,43.86,0.0,34.43,4.57,82.86,2.57,30.71,10.86,46.29,4.71,0.43,8.57,5.0,0.71,0.43,0.0,0.71,0.0,0.0,0.0,0.43,0.14,0.29,0.0,0.0,1,0.0,0.14,5.57,5911.71,8.14,6052.29,323.59,5485.71,2.43,100.0,1.2,21.43,9.57,5.4,3.14,15.29,0.0,0.57,0.0,0.0,0.14,0.0,0.0,0.0,,,0.0,0.0,40.29,1.51,-0.16,15.14,17.43,0.86,1.29,0.64,0.0,5.0,5.0,3.43,0.57,1.43,1641.2,0.43,0.29,1.14,0.0,0.0,1.0,4.0,0.43,0.43,3.0,751.8,23.29,0.0,0.0,,0.71,1514.71,1514.71,1.71,0.43,0.57,0.86,0.86,,1.43,0.0,0.29,0.43,0.0,0.14,3438.14,0.0,0.0,0.14,0.14,0.57,0.0,0.14,0.0,0.0,0.0,0.0,0.0,791.25,2,1108.0,1108.77,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.43,0.14,0.0,1.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,UTILITY,NONE,SUPPORT,UTILITY,Kled UTILITY,1.71,0.57,1.19,327.74,621.76,0.0,0.0,100.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,2.86,2.86,0.0,4.14,6.14,4.14,4.14,8.14,2.0,57.14,14.29,14.29,14.29,0.0,0.0,0.0,4.14,2.0,2.0,0.0,14.29
245,Ekko,JUNGLE,201,8.18,4.88,4.85,6.66,0.53,14.84,101,0.2,685.1,20145.25,256131.18,16041.68,162846.44,2272.94,26763.24,1829.67,66520.55,0.0,19.69,464.07,4.87,0.28,34836.19,10418.51,23275.15,1141.53,25321.02,0.0,0.05,2.24,0.0,17258.01,0.0,1.0,0.0,0.0,0.0,596.98,146.64,111.68,37.32,87.55,6.76,243.31,2.02,25.57,5.06,36.42,2.03,1.71,11.99,0.01,1.76,0.68,0.14,1.57,0.0,0.0,0.08,0.97,0.01,,0.0,0.23,20,0.1,0.05,6.16,14326.45,14.74,12231.41,437.48,11183.57,8.18,256.37,1.71,31.81,2.86,29.78,2.51,18.07,36691.83,154.03,7.92,1.89,0.36,0.97,3.38,58.34,0.08,1.53,0.22,0.37,21.89,0.79,0.13,2.8,4.32,0.43,1.52,0.53,0.0,3.48,3.53,1.9,0.1,1.72,1670.88,0.38,0.48,1.82,0.03,0.0,0.95,5.73,0.76,0.5,5.48,826.55,27.58,0.0,0.15,31.12,1.4,2485.5,2485.5,0.38,0.07,0.93,1.71,1.71,1.15,0.92,0.0,0.22,0.48,0.12,0.27,32126.37,0.27,0.0,0.36,1.5,1.71,0.45,3.69,0.15,0.0,0.12,0.09,0.78,740.56,155,1656.4,1656.99,0.86,0.11,0.02,0.0,1.59,1.0,0.01,1.75,1.05,0.15,4.45,0.0,0.0,0.0,0.63,0.02,0.0,0.19,0.01,0.01,0.03,JUNGLE,JUNGLE,NONE,JUNGLE,Ekko JUNGLE,3.04,0.5,6.73,443.06,729.72,15.48,36.77,21.29,26.45,6.47,1.0,14.93,0.0,18254.64,9.95,0.05,0.03,0.05,,0.16,0.23,0.21,0.24,0.26,0.03,51.24,0.5,4.98,8.46,5.47,0.0,0.0,0.0,0.13,0.0,0.0,0.5
245,Ekko,MIDDLE,209,6.96,4.93,4.91,4.87,0.43,11.83,110,0.22,744.2,21349.42,148235.49,17092.0,127905.01,2614.87,15732.72,1641.49,4596.77,0.0,16.3,298.98,4.64,0.19,24610.3,9788.25,13583.29,1237.77,17177.49,0.0,0.05,2.74,0.0,5919.4,0.0,1.0,0.0,0.0,0.0,585.35,154.58,81.78,26.53,62.78,7.3,178.38,2.7,31.85,9.59,41.24,1.47,0.94,8.4,0.0,1.68,0.55,0.1,1.5,0.0,0.0,0.06,1.88,0.04,0.5,0.0,0.08,32,0.08,0.09,4.58,14586.27,15.01,11670.1,420.98,10912.99,6.96,259.43,1.57,186.21,65.7,21.57,3.04,19.55,23682.07,2.89,0.11,0.0,0.01,0.0,0.11,0.17,,,0.22,0.33,15.46,0.56,0.12,5.15,6.28,0.32,0.67,0.55,0.0,1.98,2.02,1.0,0.03,0.79,1680.89,0.3,0.46,1.89,0.01,0.0,0.92,5.94,0.86,0.48,5.33,820.86,27.33,0.0,0.2,28.06,1.26,5607.5,5607.5,1.56,0.09,1.71,2.42,2.42,1.45,1.1,0.01,0.36,0.6,0.12,0.29,9733.0,0.02,0.0,0.18,0.08,0.48,0.07,0.73,0.02,0.0,0.02,0.02,0.05,1035.34,74,1651.38,1652.01,0.56,0.13,0.0,0.0,1.45,0.69,0.04,1.58,0.91,0.1,3.66,0.0,0.0,0.0,0.53,0.02,0.0,0.16,0.0,0.01,0.01,MIDDLE,MIDDLE,SOLO,MIDDLE,Ekko MIDDLE,2.4,0.53,6.87,424.01,775.69,9.46,16.22,10.81,63.51,10.53,0.0,3.35,0.0,11331.13,15.31,0.04,0.06,0.05,0.0,0.11,0.24,0.22,0.22,0.27,0.03,56.46,0.48,9.09,14.83,1.91,0.48,0.0,0.0,0.14,0.0,0.0,0.48
246,Qiyana,JUNGLE,47,8.53,4.68,4.6,7.21,0.54,15.74,31,0.19,688.22,20837.47,285218.81,1709.38,16763.6,17765.26,214354.81,1361.98,54099.55,19.68,20.06,206.53,24.51,0.26,32813.55,9921.45,21788.11,1103.17,19816.64,0.0,0.02,1.57,0.0,14330.34,0.0,1.0,0.0,0.0,0.0,701.87,140.26,160.28,193.0,53.15,8.26,414.68,0.96,18.04,1.49,15.4,7.23,1.43,12.17,3.6,2.26,0.57,0.11,1.06,0.0,0.0,0.19,1.4,0.02,,0.0,0.09,8,0.11,0.09,6.19,15398.04,15.26,12751.6,441.8,11558.72,8.53,283.28,1.85,26.32,3.15,34.75,2.62,20.66,9682.74,169.91,8.51,1.74,0.38,1.0,3.87,60.25,0.04,1.67,0.28,0.38,21.72,0.77,-0.06,2.4,3.91,0.28,1.51,0.5,0.02,3.49,3.55,1.66,0.21,1.6,1706.25,0.6,0.4,2.0,0.02,0.0,1.15,6.49,0.62,0.34,5.28,832.85,29.28,0.0,0.17,26.07,1.79,1906.21,1906.21,0.28,0.04,0.77,1.64,1.64,1.25,0.96,0.0,0.38,0.68,0.09,0.32,31843.43,0.53,0.0,0.57,1.74,1.89,0.36,3.21,0.17,0.02,0.17,0.06,0.74,808.34,37,1710.43,1711.1,0.79,0.11,0.02,0.0,1.55,0.91,0.11,2.06,1.17,0.15,4.36,0.0,0.02,0.02,0.89,0.0,0.0,0.09,0.0,0.04,0.0,JUNGLE,JUNGLE,NONE,JUNGLE,Qiyana JUNGLE,3.36,0.66,6.88,447.31,730.96,13.51,24.32,27.03,35.14,12.77,0.0,4.26,0.0,20601.57,17.02,0.23,0.13,0.19,,1.0,0.91,1.13,0.85,1.0,0.28,46.81,0.0,4.26,10.64,0.0,0.0,0.09,0.0,0.6,0.0,0.0,2.13
246,Qiyana,MIDDLE,143,7.3,5.91,5.88,5.29,0.45,12.59,80,0.23,764.75,22345.62,139211.1,1866.29,12901.24,18624.61,121597.39,1853.76,4711.5,8.57,18.62,91.03,25.54,0.18,22502.61,9247.14,12025.69,1228.82,12841.02,0.0,0.07,1.89,0.0,2244.76,0.0,0.99,0.0,0.0,0.0,540.13,183.2,107.34,140.26,30.66,8.34,286.59,1.08,22.03,3.2,18.64,5.06,1.16,8.45,3.24,1.68,0.48,0.07,1.47,0.0,0.0,0.09,2.2,0.06,0.54,0.0,0.08,19,0.06,0.05,5.05,13973.22,14.64,11448.36,411.83,10633.14,7.3,260.19,1.45,172.85,61.22,16.84,2.37,22.03,13295.79,5.04,0.17,0.0,0.0,0.01,0.25,0.25,,,0.16,0.31,17.1,0.61,0.18,4.43,5.78,0.49,0.97,0.56,0.02,2.53,2.56,1.22,0.1,1.13,1694.67,0.38,0.45,1.8,0.0,0.0,0.98,5.77,0.66,0.44,5.29,821.82,27.83,0.0,0.17,28.68,1.56,3847.75,3847.75,1.22,0.03,1.17,1.84,1.84,1.23,1.08,0.01,0.24,0.5,0.07,0.24,7694.01,0.01,0.0,0.22,0.08,0.45,0.09,0.73,0.03,0.01,0.03,0.02,0.06,1101.31,47,1647.85,1648.47,0.52,0.06,0.0,0.0,1.41,0.57,0.07,1.69,0.92,0.07,3.49,0.0,0.0,0.0,0.81,0.03,0.0,0.06,0.0,0.02,0.01,MIDDLE,MIDDLE,SOLO,MIDDLE,Qiyana MIDDLE,2.13,0.56,6.48,416.85,813.63,10.64,4.26,21.28,63.83,13.29,0.0,6.99,0.0,9297.76,13.29,0.04,0.05,0.08,0.01,0.22,0.31,0.3,0.31,0.38,0.06,53.85,2.8,6.29,8.39,1.4,0.0,0.01,0.02,0.2,0.0,0.0,0.7
254,Vi,JUNGLE,320,5.81,5.15,5.14,7.56,0.51,13.37,171,0.16,554.04,16061.22,224192.74,82.33,169.09,14946.11,161621.78,1032.2,62401.12,284.97,26.68,297.75,53.67,0.26,29817.16,9365.22,19101.41,1349.52,37634.25,0.0,0.03,2.5,0.05,12300.29,0.0,1.0,0.0,0.0,0.0,560.9,152.32,116.85,0.0,108.49,7.96,233.3,2.0,27.05,0.0,0.0,9.56,1.3,10.79,8.33,1.15,0.44,0.05,1.02,0.0,0.0,0.0,0.74,0.01,,0.0,0.14,20,0.07,0.03,5.23,13585.49,14.41,10978.27,399.09,10089.28,5.81,187.8,1.58,23.08,2.79,22.9,2.7,20.44,16508.08,149.6,8.09,1.94,0.37,1.0,3.26,60.16,0.08,1.0,0.13,0.23,21.52,0.78,0.13,2.57,4.42,0.48,1.79,0.53,0.01,3.41,3.47,1.92,0.12,2.02,1689.24,0.31,0.47,2.02,0.02,0.0,0.81,5.46,0.79,0.47,5.32,831.63,26.48,0.0,0.16,30.36,1.41,1390.38,1390.38,0.24,0.03,0.62,1.31,1.31,1.08,1.16,0.02,0.09,0.37,0.07,0.24,29597.89,0.23,0.0,0.3,1.7,1.88,0.43,3.37,0.08,0.01,0.08,0.04,0.6,587.25,262,1636.99,1637.59,0.43,0.05,0.01,0.0,1.33,0.5,0.0,1.4,0.7,0.04,2.88,0.0,0.01,0.0,0.76,0.03,0.0,0.18,0.0,0.0,0.01,JUNGLE,JUNGLE,NONE,JUNGLE,Vi JUNGLE,2.6,0.53,6.33,402.38,588.69,41.98,30.92,14.12,12.98,4.69,2.5,10.31,0.0,5158.78,6.25,0.02,0.02,0.02,,0.08,0.19,0.12,0.15,0.16,0.03,50.62,0.94,1.88,4.69,2.5,0.0,0.0,0.01,0.09,0.0,0.0,0.31
266,Aatrox,TOP,449,5.09,5.74,5.72,5.1,0.36,10.18,211,0.23,771.28,22380.96,138731.98,3976.74,8931.08,17912.29,125555.43,491.13,4244.62,174.58,22.48,242.99,47.49,0.25,34209.19,11735.16,20106.37,2366.74,27600.1,0.02,0.06,3.59,0.11,12118.79,0.0,1.0,1.93,1.93,0.0,560.85,179.53,180.57,38.49,108.08,8.8,335.94,1.8,23.75,3.35,17.11,5.62,0.62,6.7,7.27,1.22,0.47,0.08,0.94,0.0,0.0,0.0,1.94,0.01,0.08,0.0,0.08,44,0.04,0.03,3.37,14814.57,15.24,10998.16,387.43,10281.89,5.09,144.71,1.65,181.38,66.61,28.09,2.04,20.15,19756.21,5.52,0.1,0.0,0.01,0.0,0.19,0.23,,,0.15,0.22,16.12,0.57,0.11,7.31,8.26,0.43,0.53,0.56,0.03,1.32,1.49,0.68,0.02,0.61,1682.15,0.33,0.43,1.84,0.01,0.0,0.77,5.27,0.9,0.53,5.76,839.15,27.91,0.0,0.15,28.44,1.21,3767.2,3767.2,1.68,0.09,1.29,2.03,2.03,1.25,0.99,0.01,0.13,0.37,0.06,0.26,7767.65,0.02,0.0,0.2,0.03,0.33,0.14,1.0,0.0,0.0,0.0,0.0,0.06,1384.12,130,1688.86,1689.48,0.39,0.06,0.01,0.0,1.28,0.45,0.0,1.15,0.6,0.03,2.56,0.0,0.0,0.0,0.8,0.01,0.0,0.08,0.0,0.01,0.01,TOP,TOP,SOLO,TOP,Aatrox TOP,1.78,0.47,6.64,390.73,795.13,0.0,0.0,5.38,94.62,11.36,1.78,1.34,0.0,4400.05,9.8,0.01,0.02,0.04,0.0,0.06,0.11,0.09,0.1,0.11,0.01,48.55,0.0,12.03,16.04,1.34,0.0,0.0,0.0,0.07,0.0,0.0,0.22
267,Nami,UTILITY,849,1.5,4.67,4.65,14.95,0.61,16.45,429,0.1,323.28,9220.29,23215.36,7955.06,15675.36,1084.61,4891.72,180.04,2647.27,0.0,30.29,194.35,20.02,0.13,15986.33,6685.68,8627.1,672.64,7244.91,0.0,0.04,1.19,0.0,13737.52,9259.6,4.89,1696.1,10956.7,0.7,614.29,114.83,30.84,71.6,78.93,8.3,189.67,1.06,19.13,1.56,17.53,5.33,2.25,13.63,0.0,0.38,0.31,0.0,0.18,0.0,0.01,0.0,0.13,0.01,0.04,1.77,0.07,38,0.17,0.07,5.88,10447.54,12.57,7669.33,277.9,6855.31,1.5,44.73,1.53,22.6,11.34,4.52,6.32,21.96,950.08,0.19,0.0,0.0,0.0,0.0,0.0,0.05,,,0.02,0.06,60.28,2.1,0.06,23.58,27.51,0.38,3.5,0.5,0.01,5.59,5.71,3.4,0.22,4.03,1687.64,0.32,0.41,1.83,0.02,0.01,0.88,5.51,0.88,0.5,5.62,832.41,26.54,0.0,0.2,26.27,1.41,1226.93,1226.93,1.4,0.12,0.45,2.45,2.45,1.0,1.04,0.02,0.1,0.58,0.06,0.32,2732.52,0.0,0.0,0.28,0.02,1.18,0.26,1.07,0.0,0.02,0.0,0.0,0.0,864.34,559,1659.54,1660.14,0.05,0.0,0.0,0.0,0.76,0.05,0.0,0.27,0.07,0.0,0.61,0.0,0.52,0.0,0.94,0.01,0.0,0.19,0.0,0.0,0.0,UTILITY,BOTTOM,SUPPORT,UTILITY,Nami UTILITY,3.52,0.51,0.82,277.28,333.36,14.85,20.21,23.61,41.32,0.0,8.48,36.04,22.97,111.91,4.48,0.02,0.01,0.01,0.0,0.03,0.06,0.05,0.05,0.06,0.01,47.47,0.59,2.94,15.55,14.13,0.59,0.0,0.0,0.03,0.0,0.0,0.12
268,Azir,MIDDLE,240,5.22,5.16,5.15,5.42,0.42,10.64,118,0.25,797.99,23151.24,154486.24,22059.41,145121.92,671.28,6928.59,419.72,2434.88,0.04,11.39,150.28,7.27,0.17,21121.05,10059.98,9984.7,1075.36,13845.53,0.0,0.05,2.01,0.0,1955.84,2.2,1.01,0.0,2.2,0.0,612.45,166.9,48.64,134.03,10.03,7.18,199.88,2.0,26.83,0.37,8.12,2.68,0.85,7.7,3.21,0.85,0.91,0.1,0.94,0.0,0.0,0.01,1.16,0.01,0.25,0.0,0.07,6,0.03,0.05,3.52,14900.78,15.13,11590.81,417.34,10676.58,5.22,200.41,1.6,205.45,74.85,33.62,3.55,20.13,10695.67,5.38,0.17,0.0,0.04,0.0,0.12,0.1,,,0.14,0.22,16.76,0.6,0.17,5.76,8.75,0.16,1.0,0.55,0.0,2.04,2.17,1.02,0.01,1.18,1665.2,0.37,0.38,1.84,0.04,0.01,0.9,5.72,0.84,0.51,5.64,850.12,24.99,0.0,0.16,30.41,1.63,5682.99,5682.99,1.38,0.07,1.8,2.46,2.46,1.48,1.15,0.02,0.3,0.51,0.09,0.25,11910.05,0.03,0.0,0.3,0.1,0.7,0.09,0.8,0.0,0.02,0.0,0.0,0.02,1052.57,105,1647.28,1647.9,0.49,0.08,0.01,0.0,1.37,0.57,0.0,1.25,0.61,0.03,2.59,0.0,0.0,0.01,0.69,0.01,0.0,0.1,0.0,0.0,0.02,MIDDLE,MIDDLE,SOLO,MIDDLE,Azir MIDDLE,2.06,0.49,7.68,422.18,843.25,7.62,18.1,17.14,57.14,17.08,0.0,3.33,0.0,4456.53,2.5,0.01,0.01,0.04,0.0,0.13,0.2,0.16,0.16,0.19,0.02,46.25,0.0,10.42,15.0,0.83,0.0,0.0,0.0,0.11,0.0,0.0,0.42
268,Azir,TOP,19,4.58,3.95,3.84,4.68,0.35,9.26,13,0.25,855.23,22702.63,147775.21,21762.63,139161.84,755.53,6707.47,183.74,1905.05,0.0,12.16,154.16,7.32,0.18,18522.58,7748.42,9944.11,829.37,12365.26,0.0,0.05,2.79,0.0,2203.0,0.0,1.0,0.0,0.0,0.0,597.32,127.68,47.05,132.42,9.89,6.58,195.95,0.53,14.58,0.63,8.37,1.74,0.16,5.63,2.68,1.05,1.63,0.0,0.79,0.0,0.0,0.0,2.16,0.0,0.16,0.0,0.21,2,0.0,0.0,2.79,14876.21,15.47,11142.58,427.69,9828.16,4.58,65.93,1.84,204.58,71.0,38.46,3.0,18.53,1718.72,4.05,0.21,0.0,0.05,0.0,0.0,0.11,,,0.0,0.11,16.0,0.62,0.08,6.26,8.32,0.16,0.68,0.6,0.0,2.11,2.11,1.32,0.0,0.68,1599.2,0.32,0.53,2.0,0.0,0.0,1.32,7.21,0.42,0.32,4.42,843.44,24.58,0.0,0.16,24.02,1.26,7895.05,7895.05,1.74,0.11,2.21,3.21,3.21,1.57,1.58,0.0,0.21,0.53,0.16,0.32,13575.68,0.0,0.0,0.21,0.0,0.47,0.16,1.05,0.0,0.0,0.0,0.0,0.0,1261.68,8,1559.68,1560.18,0.26,0.05,0.0,0.0,1.11,0.32,0.0,1.16,0.53,0.05,2.79,0.0,0.0,0.0,0.53,0.0,0.0,0.26,0.0,0.05,0.05,TOP,TOP,SOLO,TOP,Azir TOP,2.34,0.68,8.03,428.65,873.36,0.0,0.0,0.0,100.0,31.58,0.0,5.26,0.0,9045.89,10.53,0.0,0.26,0.84,0.0,1.68,2.79,3.32,2.79,3.05,0.58,57.89,0.0,21.05,26.32,0.0,0.0,0.0,0.0,1.11,0.0,0.0,5.26
350,Yuumi,UTILITY,424,1.24,3.35,3.34,15.54,0.63,16.78,223,0.09,296.18,8254.92,15344.81,7558.43,11420.42,324.0,1765.55,371.79,2157.83,19.74,19.41,188.21,0.03,0.07,7665.53,2503.74,4872.06,288.84,3481.09,0.0,0.01,0.24,0.0,8820.82,7774.6,4.67,8273.83,16049.46,0.57,652.89,81.49,70.6,87.46,75.87,7.32,241.24,0.4,6.86,8.93,78.83,0.0,5.01,14.0,0.0,0.28,0.33,0.0,0.2,0.0,0.1,0.0,0.09,0.01,0.02,7.88,0.04,21,0.22,0.07,5.85,11146.29,13.08,7454.81,276.04,6620.01,1.24,53.29,2.02,15.09,9.63,2.57,4.22,19.25,0.0,0.16,0.01,0.0,0.0,0.0,0.0,0.02,,,0.03,0.04,42.92,1.54,-0.19,18.64,21.97,0.09,2.73,0.5,0.0,1.52,1.52,1.11,0.15,3.18,1688.86,0.28,0.39,1.71,0.03,0.01,0.79,5.43,0.78,0.48,5.38,824.55,26.17,0.0,0.23,24.36,1.62,583.84,583.84,1.82,0.15,0.23,2.88,2.88,,0.98,0.03,0.03,0.57,0.02,0.33,1031.2,0.0,0.0,0.25,0.0,1.06,0.21,0.63,0.0,0.01,0.0,0.0,0.0,933.32,263,1624.2,1624.79,0.05,0.0,0.0,0.0,0.71,0.05,0.0,0.21,0.04,0.0,0.44,0.0,0.59,0.0,0.95,0.0,0.0,0.25,0.0,0.01,0.0,UTILITY,BOTTOM,SUPPORT,UTILITY,Yuumi UTILITY,5.01,0.53,0.56,275.39,304.95,8.75,19.77,24.33,47.15,0.0,0.94,4.01,21.46,0.0,4.95,0.05,0.02,0.02,0.0,0.05,0.11,0.09,0.09,0.1,0.02,44.34,0.24,3.3,21.7,16.75,0.47,0.0,0.0,0.08,0.0,0.0,0.24
