,summonerId
13147,n4XTL_FvbrpUdbMBT3qleCOQsHEkGh3rDMpXfbZI7mlQAGK5OebiwQrHCA
13148,bb8TZolwJs1ye1OXE2npdkmQpd3vsiKataV5CVSjqYMR9hg
13149,frrGBLEG8j0gOM62tXRQBdyHQT2Rp35WXmH72W_v8i7TXjo
13150,g43Sn1O_UD8cQZKneeFKlbWeb8g3hfhf7XbpU-7w-Zv31Gk
13151,9O8ck3EHQMXvkQYRBZKXkPIDmwK3MgJTSUq0pyN47rMf0hDCdUQxd2tq2Q
13152,rIFZQHnxj3AjROeC69NO2e-CW8nZLJ6uEQui08_Nf6ZIn_M
13153,bCd8eCetdEDXixUEEA_HooGBhJV4R3bwIHxdsSBazww-45I
13154,1SKK1EtThsQsMRsfUBZjfJ9naKSKwtASE87F90oPhOdqkKw
13155,ySf1YTgqVlXqZLtKIBCz5Ugz_RFquJ21fjtstpE-HobtGss
13156,EmItg2Rcz7tEZIU-X-IgmiNSYq-_1EUzPpzs9-gM4GaNmVU
13157,FvEz8-xoG65tBVgt5K1TniC_9cIbAt2Vdjsr4YJDCsr7NQ9m1AzmiuJowg
13158,Ys-VI2L8GuVW-D-7LWDUSAcfhxkwJ77ypZAnzXxjxQo-xIFQM-2BXzldwA
13159,NrmnSMj4x3Wb3bHt9r04vq5iHHdb6mRGOM1QKtljhwz8Mmc-
13160,KbrugfOZrnXkpA6HMZEbJ4JQuCvWk2LNl00KMDzV7txLq1rS
13161,Gyffek1foxfF8iDEct2rqN53PIPnjPCYu-7KdEQsFdYX8lM
13162,ViKiI7hBlNINRnIr0X5PYgeXxezlYaE0PjYYmq2npGy2mHw
13163,63hTs04xus5k7XDu9UJrzyFCPiYH2rdnkgNUaLXz0tWNpDg
13164,MyBTi9jSCkhEgWsm4QlrNy0e3R8-bDGBhQythuAiWral3xob
13165,Gn6MajJzRRYaCICYolZ_kye3L4bL6gBKbM-UgtMOq0oNYFYf
13166,LFmBsenBNorq6mymClu1U5i22vTwPwcLbpGo8WGdp3blf0s
13167,4-p-nFcDeJw5ueGmjEvD3tmaBk1nUNl2LuixUZBoyAMPxjY
13168,lwVysFvmCFUAUzjjSia9GrF94eQ-guquuDY2uHisXnFH9Qk
13169,ULEVC9CZ0aAHH0i1zhTRFp_LyrbrDP_A2chtf6ZnoVeXtzc
13170,TZGEpFK4d9yapYak9Tjzb2Se6Cmtv0i4NHYDIt0C_IjCsFM
13171,wCWR_Bk8SuOsr_ceGF_kB5m6aSK2M1bh800FR2u8JiYt55H0
13172,O7jU0LhMGk_WUWD01CsoCDnCYwVqhW4C2SuBkYFkuDK1_1E
13173,MBj5F2igP8shuGoz41eHMgbXpb70wp2bnDrBrV9aYC9pVYfbXHWhAkRTEA
13174,t55wiUa35JgddD5Nkj6l9uTNqFHMfhjpUHKkJIybEwZmjbBfppaEoL8s1w
13175,Xixqk-udlFqfNbBO9BHu_dk0ggP9adSGjm7PqIXhOEMZVKo
13176,fvY0lEvakCvsp71DaIBe4OXGw3MegwhH1xb5rAC1f8iiqk6d
13177,Gfr09OzBFzriB2_uZUxOQGDurnrY9RtV9fjIlpt_3G5grY4
13178,Qtihx4bFgi11Wmf55bioNpeIUsw_LtzDAe48HzCTSqQdfvs
13179,vPMLsyKcrS0L2oaHonQzuxCPIjsBLKfMfDFB_p3bJ07KI7BVHdAyYN03Iw
13180,lVG_o9ujw0kjc_lA8KUOGPzn5H9MatePfIVT3p_LUZ_qCy8
13181,PW9N874eo6EPjKnsr0H4R9nl-42iaTG9uSqKB5LGNdAYKtHyrjRpIMiI1w
13182,LEABkC8R4YzmJ_SJMwegf9u01ZsSTFi1ZP9Tc_twuDKNQ5A
13183,8ID5983jYSk9Ms6nirLo_rrYltmo7oksG8cm_EssvKUginIO
13184,cUSzYIfjLRS7Ix-4RdOG6Mq6vP0izmNZkI1wSNsuFgVcKuA
13185,mWM54WFv5_oQaWMIKcN-NOftLtBbUlk7JhV53cJR8UzNr2NV
13186,WmCqYD4Vwjzhk5A-vxqKm4eTDzbnSkNWwCrRrUSKXR5isF0
13187,N0WjYSU2G4hmv6rOus0EQF5Op-GIIi49UZXi3x6cgwsUEd0
13188,ujLzOyAfSzr-i36wsMuZQ-L1eOdOelqmnfaVRu_iuk5O9JwmJ4vwkzG7gA
13189,R5ZgOUle5s-yZQdlULW686z0kIJWHSjUAfa1jlT-oUkImDQ
13190,dlxzOmm3-Aw1wFi4JxS_yJlCaYOUOe_POkFSmlFiHEkiZ04
13191,mTNwZe9uMSEgQLZevKthH5PxF8sOt4v3IHw7QJtZ4agq-yQrqvLJuVtSFA
13192,t-gbPvUZMv0RAvh7nCj7QvSZsqiDzs13ypvGx4SItApGRm08
13193,s7xt_cCZSE-R_Ad6AU7kDn24dP00OAXZrn2u61ISsyebMAo
13194,QxiCTjB8aqk3Z4MA7TrW5h4azKYw3dNAcP3izll6Dhfq3VU
13195,R1etonXKnSU79Ej0HtYDTbAtkkeQBAx4X_n8DC6xCZCYUu4
13196,lwSVnvH54InnlRtJsHNhKrHtpgqLMuCa4ciPBWlEpWVOQfI
13197,WdAu7xwF3Z0nrDEU8fQFGL1BQFSlY3GoXwyPRiQScJl--NQ
13198,zxEaap31nFPnTN1nU7sVNIrqFV_4mU9mlIGahdL2XVUnUvggh9HKKjQTaA
13199,4fD7lFsgN_K8uqrszDjp4ECNOdz2uxTypKOijrUO_eqnvrc
13200,Kqy--_TF627RHhYIA5QMgSNGxAGugNX4A7I5NHJLlRXpSEc
13201,AwCcN6cZJv3NPR91LCCf1G3_Wt8gukSdMardm516bRg9ECQ
13202,lDqQ8THIl0W2FfIOMmqfkWdmf_bKLcbgII9mVD4z-yqsW8M
13203,7DfTpJnv2SbgMhoFZFNOuEkIaD46z9YPSxxUyCAqn75zYVOcerLIzAKNUw
13204,LJ4892jBOIh2XvoqcgzqG2d5vzyKj4jrXpebZkYg5BM6nrw
13205,mjcuNrBKrTGjf2HRaIvk_-PlaYUy7P8M8UvOJ5ER_CcKu1s
13206,d7jJA8RUDJMPPHLutCDMb5O2Api3OWTVbCD4Cufi1a1n5Sg
13207,Z3nmC5Z3UiDxT1uBX5mdEercDszy8dGxwsaKPjZmtT6QZCs
13208,7ol7eTgCqeuqnObrr6jVBVEYQGkkecItjtuBde65meMHMA1S
13209,L89kbjQ0ItgPQJr-o8GCI2a04vHaaQV0RjCeL9XsDIYfBJ_O494xwwpxJA
13210,8W_1XnrApDYmCXXWKEyOs4yC2QLL5Q2pv0ld2oskaZtMc7CL40_Yve_hkw
13211,bRl6fyG4k9XQfZh0HWKul5hai1mOM4AQYz1kpiT97PfL3jA
13212,ltcU41mtJy4cN4XutobZrDPA3s_xbPXxSaXjv1cQfbWiUj3aTCavjy9Leg
13213,UgRgXZs3MwlrAtXhWAE8rInWCIWZ1McsgiPrgSHqQ_TK9Q19
13214,zn1-WDlc0zorNIi0dMeEkcepkQWjOlciSaD8b8lTljt0PRA
13215,Bm_rsQZb3Kr7xrJQ21kxQiDRfMDm5Z7HaBjTpmqMeoyQRaw8
13216,boilw4NN7YjTu7_GEamEzSe5gX1acUOYb_Ax2cvfjPy8fOU
13217,Q9qpRUsIdYymKixAE7uRo0e2rdS2KtufFFkZ5CN7MCrvExI
13218,j2S2mtKQfHyhAXu9A5xUMXsC-AaIMsrHmfJxlNNXDrHl_5w
13219,Mo7uVtXAjg6BULtIsrIWArMqOd83Kh1k_Kpb3KYoAgsA87s
13220,3H3rU1vqDP1AZUQR-CrKG4UxK_8vw4ANvVvqiMLvSQOETiI
13221,qkghJ8fCcrPe2t1wOsk2k3yXNTgyoYgLx65DQQgsB5DNTlE
13222,2facSVOV7R21Bqvb_z4-96Tky4RRpS0iUpLsIxrjGTx0RlbKaQjFfIv7gg
13223,H3WhxYskIOTB_dWnGMyALNhnF2I25_ft4CFxe1y9WKshIE4
13224,BiK8uQXh0S8lbc0C5LxZwfH9EjZwTX4yVGNHDi47g2EIP0Y
13225,YDYoD_D-Bal77k0M6RR2gJWMqBzGI1iXW9xs42BDG0wzIGg
13226,H2qnKA4gBw_0_pBSt0zpK3sO6XihpPEB9DgTToLATDxwr9E
13227,ItDp-uUOUI_PzigCAQznkbFt7KlyVNMIJpHmV8_LL_9bHade
13228,4Nsa54lUyaMCJ4o05LhI1jvLOTkqyLrTqIaBfnI18_TmxkI
13229,Ioure6DHxbVm1iBTAgQVAdwL9HxgUOdOd2w_hQN1iggQSlY
13230,Y6dfTjE0uC7h_DqMbnMuBRwh4uf6uFfgSrGz2McTjWtYeH0
13231,PsKHK_XhqngjZLNj0oQxXvsoG10vCUJismgocXhQDXOMUH4o_CghzgKZYw
13232,Y8PQcFyZNM1lrWGbLHaClVTb8IEeovxI-fHxU1q5aUMmLkc
13233,OdNM9nLKo33dtiY62tnZGnOzdKcqpz4WtSD9KJR6OtqRTup0
13234,Ay6hu-YLvG5jnGTlk2pX_co1bfUxa8vOjyZJ2FYtV-MD05-H
13235,4CPbefbVB2AAD1CGY0YvCnDGegCMtlw35VHBLt5F-PfbyIc
13236,9iIUN1yNwviRiNaniYzWY9MhJhWFZ96VM1fTyTAHPS6_HqQ
13237,cZHdP1WwLrvlmw1_yGMvhhKBbaLA_EwOxXxZUhlI9cBr5CkWw0cBi74Aaw
13238,1eZ4FiDDLiZlU4klpby-D7bLyBNPffqTVLr2W0ftAVrvvCVk9oQgFTdHaA
13239,UkkXLe25JL1SswCxhZig_gmIzFigCLqYRnrv5aK-MGVRvUQ
13240,hh-c-CWAXnpO1eLze2tAiLKXnBpGnjeR4yXpRcj4AXoQ3WLRX5r0tHvQ4w
13241,YaRDoC8zz7MQRbj71axBW-XmOIMZwLCxkkGFTOxsZ3B-SbA
13242,AAnoxf5-DsWY4CSjZ2vse_z2AChC3XFgU5dTezBo9Y__1Xw
13243,gXGjKKMucQp4fFuJWdcCIPhx2wob0BdihYPiTW5tgw45VS2B
13244,SguyniLFyqyniupolouHC0P1Zwa5FtmZ9uvPvZCjJVZozfSLuk7mlsc98A
13245,daqC2evw-yqBYCG24s8Ceob_kv19-S1G8ZNN5BLEihLafGA
13246,SCHSecHZWWigJROE74WzqdDDIQWEM6jTpnZeWWrqO2ziF9M
13247,JEqzJsSoUCsBSgPUftF5gifw--lmSYykdPCyjQ314xGz2kbgKT82kK8rOA
13248,8d0Ipc-zThV1v_-cbWIlJQUybh8LpQ8d8jkigNmQ4uWKUAU
13249,_JhuV3IlcZ2SoYxmL7EH5SdMWbgjSvbFxMaDYX3iTEiZ1Jk
13250,de85VX1d1DkMd2rR_JxqwDTwWmGGHi9qOMkhQFSNx4tzROc
13251,YGFhxZ_6N9efrohs-6GtrXESaZK_h1TJvuNm7ugimbqFupiI2SkZa5NdEA
13252,QIxQQ7L-Edpn4lpMIuuc6-U1JScnYTPYyZrthDYI45-y2OjwxcBkGwXvrQ
13253,3ayuYVdfXNGidT5v_S9sPZwHAmoTX0R6EcgHiK-dYplyltqpGk5duiRpAg
13254,R-fC4oosuQBa2B_zBnOm-1ZwKaJBrL22vXlxfiIb9lniXEk
13255,pcoKh99Y4JguRjwMU_MMotvWtCATscU3r_i-z2N7dIYd8H8L
13256,oziTMa-3GAyg1S822EKeHpCS_2gIGLgy5EoaaN937kyov-vxSBr3Dg6fPA
13257,zQOaVXl0o_NfaRdSxbbvP2P5Zv3x_XejWavI34Jnendxyco
13258,zYIKQO9GeqqAkDj-tLZsGkaAtFFI6qF7WbnZvcJsTAc0qeeZ
13259,25sFVQWJF0WVSnA2CrfwjRaO79OwkDg1pr9uZxvzlk2yReU
13260,toeLCELUHdOi-uNs2YERQ2Yukj1vLlr3RgVK67UGSU1CL2T0
13261,6A1zVF-vuKmTHNqg42qwCuZcKSH3gDWKriGMWsh3b2CFoTI
13262,uukBXY6UIyiH9BFKBfpnVsylCGOZN2RXTJWmZjUo658jAbgeAm3OeSIC9A
13263,927NsdmapCHO0j7wKVVNtTQ2fwwfDKGjW48SYp-b4qUyIgI
13264,4iE0WFrVC3BdQRj8qgF5x3KzUyZvWxhMvXmixaahYYsKVS0
13265,pJAY5_9yra752lgCmBVFmRveHEyTToQAX_Z23Ay9GBP9D0A
13266,X8G_QssL7ZYxVUpuq9TNohlIA1JdJ2GBMhkzcdOcN8NJsXU
13267,B0iMe1qp4FMBsN8GPAZ68UmYsnR432l7XN5MbcxgESvYI066
13268,YIM861lvQ5HZ2jAt37C8hXN7W3MN5-rzfSEYUogby2WSKH4R
13269,qLdyfCorFKS7s4YVmO1Xqwtffh7YdsV2Jc-ZZAloxTn4_Hc
13270,KWKwUy38OwymAUUSjxELVsAyEI0KvZ7WKguj73UaIxkt1H3v
13271,NZe_YoN4qSnednJ5O360WQXa-EFo0OXnojqPDkR-OZ0aIWI
13272,oOd4DH4QqasGPvV-_9k2jRjO8zvjDXsTBSblwufbYwEZJAV5
13273,wMMFfXP4fOq1dT2FSrOk2oa0h34uuiNq5COOAK5odZ4p0Fw
13274,ciCDPeUqmaWaExzeBrg0XtSQhMoxafzn6fo7UVaO_44yI8s
13275,oMCJY4kOStZOw9hy7uQ-W7RvrPMuFyVUUaMASva9vTbChgOC
13276,MEFRBx5v_7qUkR4Tz3k-dXBmTlA4Oz9MMgeqwPRKubC74Bs-4A-LBFOJTQ
13277,r-6KQSAChkxUwi-7KlEfRYNzlVFwv8baRavofZKheggoMqBD
13278,rugRXP1HWSrF5Fjk7g5WM4AbktGBRIVkNcWub8kNkZPzgl8
13279,vPtWFEoqoDYOzzI1UJULDvbv2zOBjNgR1umsEhokEpoIWZ8
13280,HE5oHDkBaZknWFhXcJQugcCxqWPmFlUh-ZuoA6RqBxiR6pxEenr_thZNNw
13281,xVBQrKDK76uGipZ_XaJcI0K9iQQhVC668p29swylRQC7T-M
13282,Cgt8cGKhzNcKtnqQufRQuOnSxh-sBZ4EWiag37uGFccfk20
13283,VgyhzABfVKkW1_I4bkmx8nC3TcuhfgUmQQD65PZBCRLpOTg
13284,bojQtL15Voob5U-1LB7x30HLAe1J8rYeBHMVlFLQw4gCo3XU
13285,gnmdS-MxHv8pUmgqfYIUQdfhKz8EZUFJ8gGFpdNhyEqqBFc
13286,1ZlRcvuC1XFUsXg4ZJpHNN9bSPWh9FAxqvmp1yyq6UXKpj0
13287,0Im8fCDqwz9NcSeKRZweGdXRwSWqxBG-S6634VHX_dU3bDRLebfVAlCBoQ
13288,s8jhu2Tf9esKH0zCA0sMj9Bc-p99hwwvubZM2pYrirkB9SY
13289,_J9m-l8i-1WucC2pztsAX2-RZ878nBlXrJ-ua1EJ0S5rGrA
13290,IpX5_8gTFWdqKHlI5mQYr7XR4iF3zFX6_7r89aZbFXZX8v8
13291,kCScKT-699nu3-jtwpNCkFo-WM77S6So-08QbwlpUFy5eRs
13292,lM_yKwyEaSLc33ejLMpsoM0njr7UPS6kCJuhaRiTUJTUujY
13293,-lJkBLvkzISSF0fOl8PIRBG46Bu6_7Rnr28VNGfLsh2yHbM
13294,fiy7qSu_WjXVLkUbG2y8c2Ljz6qMP8tSWRaq2IMu2azeIW85-tRFX14TzA
13295,3k8OKR8w_i_CI5Y0pHpkxNI_VeF7mM_wOZrxEfZNH0dWO51AUATywiAidQ
13296,f505ZoGBJIgRMw6NtyUCr337fJBN4lgBWJlLY34MkbtzTnjAqw3AUHQizQ
13297,iXKIfjDZqF0f1SvddMmE86lFtWxuiOKT-ETBFMqIpSBCXzs
13298,HwySrYHGtwPe-dZxop8vlSjqT0XcC5dMEZ_qF6nyPkr9wlEYOvzR2KeuAQ
13299,tXKqTMpGUxWxrDeakm7YUOYZfWYzszZNohQxSblPgLYqikv5PqtQnW7Lmw
13300,tdR5stZ_4cD4b-RIr0FSVEfmL1QJw8g_57LUcvOKh9hgJJA
13301,nsELx3zctSEOu2RK8ASKO7NxLZli4AM_m3Sw6bFPnCDoe3c
13302,3ICUUPM0OIjkQMD8SAp2pcyxOczM36HNarddJ2OALVSTiXhE
13303,v-gtwjDz9XnDb7YjhXnwqiMEB2XW0lRxf_4_6q8h3z2-FOk
13304,ZH3wi_FfAVraoYYuiCjYmiFyXM1CNvGX9ac76nLx1RhmgFPg
13305,NNhR45-IlqBPBmdIQg1plBzAYf5GRP7GGBbknBEOeuqleBs
13306,B7HElMR0LqEt32iSvmKTaidSsDYYasgwBtVu12POfivPqLTgmkh2kJrBwQ
13307,vFKmP3j6i1TEt_1RFWX5L0rMW12AdpZ_LSbw-tthmk8srTs
13308,NkvhjRF6eMmkvUUg1nwGK_0Y0dBu7epkw7zLxlRRXSf_3D0
13309,T1P6FQP6o9FMeT3krui_AqWeRYHKXYaHQfao3brRGMJ8pxQ
13310,bZ8fOd0k1MTFTEoo2q9YclLhIoKM_4DVACuvJYaFU2DENpg
13311,eSpTL8U2nAovhVq_vRAeCVCEqw79pxRXH4a7igQv4JUcINE
13312,o9bxcSSIdAXbIzDRqZJaojY4mumWkBmH6v9D0nJjqmGPJmW3g8kye1vpFw
13313,euYOjNWSmuKFkkEQQA4FfFIhLt33hMtHonZ1EHpwIDdo83k
13314,LdCUn8A6O3z_8R2WoR8yfMWG9jPvwNdDnfE9feJZKB8PvXnCIbdRDiJKOQ
13315,ADhr8SQWNNa8tDGbr6mVgjrEKfDWjapPXew1w2IB82VroxgN
13316,41U1byi8puODrmRr-BFCdbbSDEvmJJchtF0qr018Ocypzkw
13317,Q6RFvAeNmMc4JidBQ2gvO4uAwSdPYNnt9xj91LVicpxva_k
13318,L97k9cecSMvduNE6uZ2-gsbtBCxkQ87QVxPQg7HzP23ph40
13319,SJPfq0QIXycEPhaq770ZlsB1exgUp848ElS9fMNzlgKyOSI
13320,VXM0mAlWmc9-_2wTS48dFHeLBnn1GHm5jqcWaPRmuEDklt8
13321,V2xCMK_-7iObdFr939quUyI1rOdT4fxMP5slxA-hEhN2ngFH
13322,JhYS2lMSdhsTo0pj9GDqO80CrXTU9byVE8X8E6dJiB-1tPZP
13323,NxUEbJ6ImRRAlmdpRf71ijzUMCKVmVWrUQFBCNwLYA4r8uk8csLP9LGTSg
13324,6c8j1Jo7_Yx1CaKOyCc3kQN9Aa9793Ev6Cif5KHdkJxD_0-78bnHYTmZvA
13325,ntLSS1IfhHjZ_CkTPYnvaAN-WCy2fVUCqwQBNojElAxpj28
13326,DlTtF4RHOe13B7usjIG5KaZB6XafznjuEU78JtBtPJSPsWpw
13327,lN4gPcIIu4ZwgPEJVKkhU5Qz_lnMGead2Muz7qYimwkyPpaj
13328,t6QJ1uIOUhP-9_fT4CR6G1fDm2dYwuFgXNA-tsu7tIAYixnv05oJ4YKA1Q
13329,qwdyXsvoj-dJLAyx6HAfm2YwKwkAfMJpE0UGX-AWu-1HpAY
13330,Fdwx_Z7UKxoQ__6mRHsCYSWNySiiWlopeKom9REB7Cw11TQ
13331,pR-KhnJXjzGrtt9kUYZVQHdURa1_iBIMaeDRs3YgUrg4X4I
13332,oZ5qfixDz1ecXPhrxEW2hcTmPPqtW3xve5bliMsFRUZRXXY
13333,JlAoAIbtATe6wa47N-FaLQOqvU7ZyfOpzzg0IEKqZyFjBxMhN-XM65B3MQ
13334,rraFP8TJkoLZPTNLm9kqFnJGXLYNj-BbUcTKENZ7Zyf4oSY
13335,NpmvLXMnpm4daOSKDlblci21BcoFuVQ4g6igs2GNZzJ3baqk
13336,UFOwOkf6S_8P6eHQ4GJONbF1S_CTYCyD4ckU2DWf2BdkhCg
13337,_62ARqOg5B3XzizEJE7PeO469uKD7U9kXAup5UILSekxFTA
13338,eQAgDRAWAk1aIg581o6YBt9EgqmRpjKqQkEFnG_uwhlx-5w
13339,dJ1Z38HSEyEfrsoBXAiZ_8iMPvJe3IBj8o04sieX5UeFlao
13340,wFV82nqUZf8TNxL1uNT9ifgFNXrKfE-yOH8A3BBbMx3vCo8
13341,N7-aqpIAr0mb8vGg8KwZ4QB9lpXpibmqDaN58ATlvyn0CPm2jbGQxALyWQ
13342,7-gBUgoYguzFlrxWo6Kr7LxaEl-wUnHRDCddWajUDBkp3QqX40_d_nXtuQ
13343,n7AHXKWqHqn8C5MGMJwAG1S9b7V9l7kCZ9HZKuwFhAlzCtRiXC02ukkCfA
13344,tyP1QVdb5q06h7hJtTjiu99RFGJ1wAVUUj1uNpq-5hBfg_A
13345,OPdrlxZMPPoVs1TiSTWCFoS4cNZOVNJnPQEFGMUjr5Ae9io
13346,KGK60Yb__opUpJVBjieK5GySvGXvFDeULiK1W7XepHUoCM8
13347,3mbA-rlWetuAOOFemFxqIMaXGBP3ARYDUyiK3Ykj-pjDAkw
13348,HStxhg19e9hTFq1Zl381ks_ENwNi4K5tAUI8QDVV_b8W1EE
13349,AHaz1x77YHDRbRDBo5FNKucVnrk8lmAG14PZukXcToAl7aU4
13350,hAsSuoPdemmq4m5J8Rk4TlUKnINI9MwRXA6NLI8UOpgbpSU-
13351,X-f3bhI8wg1x1uAJpX208vc011GRE42aIPRAtzKwu6qXNOlbGdYK_2rb_w
13352,VpgxxmvDrnUU7CC4G9zS3red8WBcGPBr3a7_Gnmpgxld6BE
13353,KYOLsVYULzCZ0n_wKEsYN0KeuvEwXr21-fBqv7gLMQPwEQo
13354,iJ4On4ZyGE8JeKIfiEfRyYSo6C-xrW4bgJjIcHdCAb4ph6cRsYV3LL4h6g
13355,ALoFGCLG9iRF7TS9ExEO326pbmsuaBLtS-CAdXtF_3ulhFTveEdeSI0Xvw
13356,rVXDodkDkNYPKxQdqbdIJrFq615P-swWzfWrwhqbBRSvtg0
13357,NqOkDxmGfNJLncpgQaDjo_8xKM2mX0Vjr2ipHzej8GN5RCzn
13358,MjTiE9UaQEKIfmrHkbfTQut2W2RVSWnaxrTWh_vlmMoLrDI
13359,DyK34FUW7IcZMi9d0ts8ydJHmQgsnogyuKKKIsrIUkWUG7k
13360,HBZYl89XHhPXZT_QEfhdGrp9xXaEWVd-k0lQBuA578J65MU
13361,vzbvXcTLcApB6D552vnd6Z1AGGLOu7aCeYT3bJroNh3lU6w
13362,cZw__I91fALwPlajvjR9jil5hWX4gQDQWVAm2A3uAKxLx78
13363,-8DbWIYXTPsFFdlLnw8jzfjl_cB07HJvM7SstKM5wk3ywh4
13364,hRM-MKd_XkDqvEvbkUqNEperWm63hztF1YTc0NxdWeI4c97E
13365,Yed34h_6wl8ax2UabEOCTabrttvyR6zJ3uQGzgKunkH2u3A
13366,RCkyTnrkwjgkDlq4WFVTTBx-wry7JDpuX4jLUpf68r5VRhs
13367,99D4MJuqkW156UGU7XVQJojE2Ee0WMEanHiO92rnQjTD_Bc
13368,uLhgMgNgMmgvtgutP7LXsYaQSTtQiz6IzbItmjQyyT28gq0AgpEfg5TfNw
13369,s9PP0lpKqcBfkC23DNqc4fiJiiQqJS9cHtXV2pmxWqw7q2E
13370,r3Uck0BUeSqz8O7DAFENsg2kJBoK84bEMQThKa8VAYbVVCQ
13371,zk-SKEdPMo5lKGZhOUz2PIjyGpM3iOnSWdPXWGV-o0Wg04nx
13372,Ej89VNMeiNt0z_3XEIJaguRmmmdO3rU_Gv6l94-4PtJqC61WKyjnBtiO0g
13373,dQE0wFEy-i-AsMp2CoKBEcjxe-QBI8MSSv8o5mvZfQBLt4o
13374,ZZvbJS3zMdRI-Ggib7iUupqnPs5SedkWWr-vToXWlw9Frgw
13375,gZpLDwnQnat2tmx1sjNYIIbA3m4sWQkIQ2cxik97Q9wHsfk
13376,6N6gcfArlRysXKYWtvHmoeCMlT1RiUYiXW5w8uZsOPN5zpjUCJ5cZsqP1w
13377,ifmm-Ejazf8OYVAFYCbDT425cP5OZFZ9uJ6lDJXndjn3drsU
13378,drwYlJwP6dHdEzWF0BzpSObjI4sPXnopb7gNh4v8AyWL7ES0
13379,ZI8NtNwDqfAMbzts0rWIYkXfFWR0V3cpSeuYsiWZ3Ztb4xA
13380,VlWI-V_mtjNbT23GK0fEt7Kyte54r-wvDAmZfsMU8EEsMc4
13381,xRtXARSGjpvAJL8KU-kmVZCGwA2DWN0VMe0X53gA1mmYkbeF5TG-aB4MOg
13382,iL5EWjGtVunpOatRa_DGkJtRMYndowg_Lo-4lph6Z75pvPPdv47QJg-FBQ
13383,qWDdHVsNbz4Zvz-bov1_eZ32uBda2P9Ywd9MZKTkLCI6ZAw
13384,wpTsXHy3De1hTTVQjzVzy_55KVRrmreHmfqXObNypBrsfmuT2JOFVLJHhg
13385,c2uRymKd1nierijYvJZS8lj7lEuGzK4Cc1RTvnJjO5_qdTQ
13386,ZvQdyDXErLNAp5-DtHcvr02edgXkB6HUtPMaSWOfDvYdO_Q
13387,YSDVka3zFwCb9Qo4iVeSlfHyta2Zkbp3SvMqVvX398TMC_W7
13388,I83iAFzIxJMuCumvgpbxq-9uUIcrbE9WpOLi8r7EMDz864A
13389,PBLEyXgX46vgWGN34MtqJ_PUC9HeaEvVNDakjC0J_4awSJg
13390,OhtW1mtri2KdHwXqGXh419EpQumXzxaSIpDjg6UOZDCW_-M
13391,02tLgZuAdMQJA6DtgeV-JWqOR4YQwgTyNau7XRTZvePAi2U
13392,qPVk8o6I-q16kf3-nyCUZUNYU1J_QZrq_i_ccnTLcnyYaWrz
13393,eLpM1lRACTby6uaL5D-lgx8Oodq8VuXr6JpUXieiPgk9H0l69W3lGSIQ7g
13394,AIYRTQvyH_p_pjc5QzRcktIsj4ghTIRiqxTsPEXsOpmyc3s
13395,61TOkXFyq6U-SnqKSTcUCmGnMwhKssJp2S57s-KbvYLiTXs
13396,F_ZD45b59evXNbasUIr63lqhz8pRR0l9lFUJ-ge7m8Mlxyw
13397,EG10wQtgeJbz2AuPp3gjjGBLS_k-msugxf2cO27L8SBxsE4qvt6wFlUNzQ
13398,JMLHkSgSAgv7Qewywg5fYEmty2Hg85n8tiGgysYPK8ZUSgk
13399,2_HYleQBtGmNx9PF13sNIU1QQM8Oh_LlSILhOY2gTXv0EdVMWFXuQYvMNg
13400,FAGfcRWtulHyRQOHFxmpTduBj1iO4cYNEOu4WaItLY1c4Wgpk6s6BncYEA
13401,3S5Wblsh5cZHPqW_XvVh834RkFmyR63Ph12Z9HmA1Yneko4t
13402,LOfpl7NLxlqbj3fUid59qNkhoB9_tY5Ex5hPbVH0ugWLxtBkjH3Cb1rS6Q
13403,mTNyEfDBZ0jMoKSusX2lI4bveYzlgNgQem7Gmp0fhVI8EEI
13404,xZmanfJXAjMfnGexC0yNaRVa880j2p5O92ESe1XmIygdf4Q
13405,z0A0ImVzY4XdbwAp0oou6Q7f13KDxhlxyaZEudQD54Rfa0M
13406,nY3fhe22wANrYIyVf37TvvqH0ZFMKZ-fI4nvLIuPWlmkCI7IB_NlL_1Fhw
13407,QGFEPWvm4fMYjkWBSNXlXWxJalCUzlv8ilFF8g1bbLQHmlc
13408,j0_Qt2D7TjqPh78ZU19w68IhStspsZqL4p0gWP2yMV5jABo
13409,Hr08x8tINmvnn7conujbKnUbPry_u0O_mDf8vclvkIyAh3M
13410,Pnfd6AelcqSCN5gymETosWQLs2Cdfi8dGu6nMMbRXgDnl0M
13411,HPLf2wxqokuFHMYyqsNDZZjuCI2wxdSa86Ghmy1eJnWBXPeVNzezhhXOXg
13412,miyOOAW4CvSwic9HIxr79mJ87HPli2Mod0N-kD_oYzi2dtM
13413,GnvdB4WShgGw2Fy0t1NPtAh7yqyN9WdnIXnVC2k5wy7xVZgLyxWa0sy2Cg
13414,3gDY5Mxo8y595LDB2eWwPAhXU4r535wUR9TBscnXjvp_HqQ
13415,lfio5LLO91kvTnDTTpXXuvGE4FUWj02A_9dT3sCQIUsIYr_a_LrHpzlsdg
13416,UQozskX2T41bBPQpSpDklW9agRj4C2ZQlnSS7-G_o5EjfU4
13417,6lFt6Ha2dS1iK1-Wcgby0HZvuzzgIDiGjDZbyEfsV2pOJYY
