,summonerId
1894,Ht1VPqUej9uQlpn9x3gnPo3I1jntlA4Fty6raX7SIsnZ9dzXOQktGED3xw
1895,HSVir7V1h_MjN8UDS5grxsSyp8EeqD-eZezFk3PArhT6gck
1896,U3F4qfFnx4HbdfZ82pNwsRNuJiBRTtwvA0ZOmI1jELt3hslruazLvHdDIQ
1897,tilguEd31p1hg-A5kYyb-lAtHg90BLX7kLyQ51VCrGubNxs
1898,oQRsV--I7wQu_KbjLMvmik03Fd-U-f7zzTYlveVzTs6X2lM
1899,gWxZV7zmm5NdcCAxZhgOoDqlrX7yyOAaR6_LauYH9TRjXfg9
1900,ENocN4cFkVqD9Juj7EECNF-YUU-wWUrg3zLjUBddvdqj5VI
1901,poSIU6am2pb00OZH-vXG9CldaoacC9qb3YLzgyk06r6TOQM
1902,xhVlGDAt3qSESv4-EBYmOrYWD6O0hWPIpcDsznLONiH4nux8np9llunhhg
1903,gGL7DtwOW6VlZ_wTZ-uPeRo589BjBycrVc-vg5iBRqzFsJ8
1904,z3Kn0YX5MC9QcxfSoLILRwFgo1235HN4jXHIIV1GJzC4QzY
1905,tYFaR1KuAoPnswHFu1rZhHZt5hX3Xpzdl8yhZhX40v_-eLt-yOzX7qnBFw
1906,75nsWp-xtFnOROo-8EwoP7YXfZT611TBXEblxrCFKCqcAMM
1907,2KdjJDMvVgn5uJP5Rpvw6Fq3CUEECL5q4bqYyPfN__QKbcE
1908,H3TxvXd-rUEE9uSCf66kQ8KK3Subfi6qzuVfII5I5NChKTDu
1909,_b3p4Wa3K-IRG5bW2axKJG-GtgQ6guojcNRzu4VoADtJnhZvw_kZ5Q6nbg
1910,EJcyprZTr5BeORWme16khEuWuxuHnm195EQ6RpJOwglJi8c
1911,0OQHKU1fKjLERjOAkVq37in5-mT_4aJy9a9w_QqxagL3O2Y
1912,ynXFqhZ4jPy8lVGbhzkZMpAy8hKuzGKmlW3iGXL4WRAwxFM
1913,YTxYRF0sJbDU52mLGd5tvvdLOVq7uEub33EE5olltzbvwoY
1914,U76SBJAt0OchLwv6q9c27Xdm5iZd8yLSnZpLK4OSX48unile
1915,friHdRz_Qsb7UShtbqqywSA_OsOb9IGBLIQTeBA674X3qeY
1916,Ek3v7z4jE1WSoDWfOL4y8Km_TK-KhwT2a2YcYm2wz7zZsYk
1917,55nb2f8AbLE1btwZX0VpMF3kgc7rJzrTnjt-EEc2dc1_UM6BOsOz73vWxg
1918,FKJpEek5GmFEH2Lxd2_ySgqA7WJyZ2eWaUErICGohjNkEIY
1919,KUtYQFbO9nUz3a6WxTWK_9dkmjeAFAp501J9A5cUjTk2b1o
1920,t6jynB9Jc_LQhK49TjHFovEstp4d2zBr_WUXV1jJBStiWjY
1921,NFbnxca1IAMIOncwRNPmypjj0gn6icSyI4bRxc_BZzEcY8U
1922,aKjhDGJw6mUuZVoL1hZ281Qubkzpg53dQm9dpPz-M7kMs2byFiQe8uyAMA
1923,yyN05Yvl1_LNgXeaRZz79_xzAYBbG0qgRi7qbzP4SXpq5-m1
1924,6IA-eP0Ph4s9NwHNFJIg5xEvFwXAFSEXAWYR6kgTxVsI23zZDRnINPN1Cg
1925,Qd4Znqnf3A2MA1ig4Xs5A_tPwC1_czSAwWdO1kuqMAj2rno
1926,a-uS2CrmK_MIUyjmca0zHquoMvdRAufTWs3_mivLhLzEg9pMEW1u1A46Ig
1927,tGjXsnU-qtiS88P2UiIM0YyZnh6Fi5rYFRtNgQrQPmhD3pA
1928,aoL0NwHPgCCxW5wOixUh3gGwoI_2CFoK0Tsf4A_Iqq6Ie1pa
1929,aa29nc62RkzxnBjJaa9WqkUo7H5_wUVgB7N-3BM3kZTXNhQ
1930,n1xN7phWJqvEiKEaEimRHuHPQJBTfDESgN5wLwqiNbmhSCI
1931,3Ccf78rYm8_eU0zD9zpwrKgs4WCB8rOqU9d0opvuRzM0wB2N-NhX0Pb3yQ
1932,0gbEY2qB6FOFbl2hF0Axc28jEdmRmMelLN4C06fvA90Pl1k
1933,DeiCCtNg77VKk7Fzhg8P0oLvEbRXQbzXtxTO7lV8YR6gz5E
1934,RRDfEwdaWWdYiZEfkdsHNR3jtEj9lW3KNZ1HZ9-t_90ZGK4
1935,6sVU5JueK5NPOR5XVx8_xlKEsoZar5S9xGZL9mm8rvl1WGQ
1936,HB6gXan6vUL9tmZUZxQUpViNazQFWlLJKx4NjY69Zt8zefg
1937,_rnGAWO1kf39hCZqJL0DyI6xyZoYf39TCGSEPpR5PBPU3pM
1938,JBpIQr18tX4sm21jAAZ0Lk_a-b39CBAOTXkhpHjmkRtXeUM
1939,HJWzVRleZRtUws5pVosY_AISESBLFvUg7GA03WENuYXS69Q
1940,bealnCZjUGCQV4dbtn8sxkyU4jfvnirmotKxt_Oey0Dh4wM
1941,iQ8JGkR0G-Su15zO96jAKgA6hnRr0Nauvg-r27ZJZVLn9-k
1942,_GigAzTW9KS_iUp_G2WNcd5jUYyApdaDOmX8PCdsq6WOAn17
1943,UqTBrY-hVTd36SZE6NLy0axL91JuN_qxs8a1hjrwfZOFcpU
1944,V2oiwslWQfMgFaCfSDStQw5JbjdgwaV6wg_DF0rUEk_bNN7edOptyibP7A
1945,X9gzoDWVvzS9Gi6psNZVXsbsdxbmvtoXv61g0vsnz7PKEJVcdc_lgXpgsw
1946,XHOikHTsStD9X0_HwItW-s0gyglPWuD7SDbaVh84B7Ai0b8G
1947,qtEcRcjcSwnf0gJYloZi2EKvuZPrs0LXS5e0KuIQgp3jKCU
1948,KKkbnh9e20wXj1Yie4DMCLTHamoNxx5vz34bePj4WXn46to
1949,IObtaYoHkfMMRdjd0FUCd-z0aDCXNaIO6HkRHTTyjpm_7A61fqmb1XJKQg
1950,YSD2Q9B07YOGW_-1xBlqRz9p3HRha2LRN5PGhbBnsTt0TxiT
1951,fqTSg5Up9CEqBk7upxYGTQS_y110l9Y5lLydCme9hu2UvTM
1952,91ZFKx_lw3aalu5JcLRJrXEKtHp4IPMGmfYXJ0KDKQeh0tY_
1953,DmD3dZyxe6Y1OWIh0ejECUYej_QC9VizodPFUy_c2HrJ7t1IeeaieSE70w
1954,OtDgyZZXNU_2-1MZ9vgIsa2nDBYEpp2qzrt30LR4ktk_DrY
1955,dG3xg8IATBuR_Erzm5D1PWVlAtt6D0KcpR3vg8TVYAdtwoc
1956,amneEzOTnS2rU31BgA8RVf1fMQZPEI3P6dXicoP14qdELVw
1957,k5EWV0tAwpmdVEKzxASBWdiKblpwm7wfkDAS_zcOpPQWdwI
1958,_JQXWKhMM3OuY9407QiZa5NKZwm3FNRQQ-8jGKdPLZnZb3x-7yFga8DUAA
1959,0xiQOQFyR3nYyHkxhTroxAEP4dQ4ZhRAy0aPwOo1VntmXg1L
1960,7Hr66cuHiDXor3U99Am2dKt6nGpuV2RC_8dwbI7dJEmmw_c
1961,2Dv0q0nnoN4Acy-cy9S6myhLsRbHOzHAIVPMy8jbA4gEZT4
1962,oEkC-NisBPfGeb2dxOReWP-NAxe3BKRIMJfE7VRpImGxCm8
1963,U2mQBMa6MBtnealIRBjIj5mqs3T5Uomb4mHo1kaFhCKonRoeeSaEhJa0UA
1964,C3mDfvGfEb9P1UuIkwJKKs-Hip4MMAnsqCj8xgmf_a6kPImKJypGe7zShw
1965,-tiNUkU6ooBdhWv_wwwze1NqQs9LG4R3qnSYy648bqSaPAU
1966,CTxm-f4zBv2DmTqnlzmZCGP1c8Q_v5pTMHScEWSAiYEgfN0
1967,KOz_f76W3D_3v5dHbZoSoTnluE0hpmnWOS90aT6PAwT27MUEatnQlA3vmg
1968,EH1-1YB42H-p8gq0CKzx3m9PLMCe2JsS6iouEWDOHH0TNgk
1969,wqsTsKIMbU8UpxiQ94NKcsWnU2Mu8OaWJdzLzQOP7ThEwr8
1970,NBucUJG9T9X-CKkjIHAZZfPzCFC-AFiHqBQmw4cNfxPWkdoj
1971,VrUid39-dkLZGsl2ZIiUtVAD2gDb1p8ykKXR43B-8-ffCkc
1972,9mvy-0yTjChRWq_k2L0Y5UdY30Pq9i-PzuiFrMDMK7mXY74
1973,Xq7avdyQRgiePhMgXiTVONLD5-SIxmw7KbQJrgyRqS7QLFc
1974,FqKPOYThhXqk1NfdPNShLDYeDzQC5Qlp2f0yLKp68JoX_sW5KtGmc5y61w
1975,T82d7McQpYDB95Draf1a44lpvAL0DJEgHbERUUzfUG65RZ0
1976,_v_vfdRuRoViK6Lk2721TFUO6eRV14EwmxDv51oyDQNgfoLA
1977,1J4p2idpdk5V_mNz1zvmNfssr4QFF0l2KQl1-kpxwI9okW7X
1978,wTOlOY0Vsh698Q8Hu2sxZx4N9jgVUpl4hi-w2qlFUsn0DLw
1979,YpID0Cy_kK5KJsGwEUR7HcWfS7aKUwPrjP2BdyF8954f25_9pbelOw5rzg
1980,YDeHEOaDd5WbaK1fVrWopmke2Os5sHKtYCLUrzQ2uTi06Cw
1981,HSneAk_gcnrKoWpeFcDFMFSOklYNB-8AgXTwKw2KYULC0ESg
1982,0BXmdYSEwnWLvggFSx7vJxkeqhjvLrsCSM7TJKwWSi3sLOsA
1983,2oMm58lZzrWoYJOIXRB5XY0p_6RYL4CBhHK4jYwfWThqMjY
1984,rm_v997Z_BoNosgT2b-8UHkRJEc2vsi9ZwkPa-QKWQX5zidY8f4kNL8YEA
1985,3w-WvxbX3LgruTDIANDusmS0QdQjBmbyUBgyj_wZqaQczTee9dx28YOSgg
1986,59uyneSA_iRLBIpkePiGrqSc7GXXaLZ2MLDhJUH4EQioNEdg3Q2TXhwnhQ
1987,me-Ntt611ismBr7D2fn1bfbAnzhg7ZnRZSHc6RtmE9e9wPks
1988,5rHB90MZLj-yHP3dUm2bsu464qxvnEoZpSAwplhp2JnXR5c
1989,Q5Aix3EUuv69IBw9u0YrzP5E4yKM22LnBF49zq0Kro8ydN0
1990,2uB06Py6_3HTB_YkmYn-EJlfoSA0yyE2yQ0TpPCpGop-KIdp
1991,nFSfvAErE1AT2rcHLPhwuPXKCuwsb7Ogs1sz-7ltfDzSuJ4
1992,GgnIrt1j90t0Od1VPtXaWWtZKK4gYGAL5ixARyUMAh5-vzvqRmEbkLcYsg
1993,C6gyL6dV8dqCXyYYSrGpDvp6D-OEWgnWyrTbHEwgOwIS5BQ
1994,IZKDtT3csz-tS4AeHmN-iqVhzpzC1BmFOtg34Besie5NSK4
1995,DmEFYPAQ_Pf5u8ZDw5FDAaGWnvBoeUEeGeH2KwW0pBtPLhh78W-284L5JA
1996,4e4mONaIG_4PJs-cdeZw9_9-ShoaWOjkp0f53pp4l6Rgj0Q
1997,_Pk1MeybVTPpqZ8cE6n3hnleEGTSkykq6DnOZyf_utEa_C8
1998,Vb3TenYqP0XUGZi8REN6T8j0-glhY-tztOZ5FPePBrBMnBk
1999,Paa05AWXFyMqjnbMe-5OrcDsZcMj74-EFxR8aHnWIXfw7oq-oQe6H8Brmg
2000,UC8J1yk6DOLQZ8F2XQsUn-Zx9OGQ-XpawSfArjvzrolNIVQ
2001,cv3SNYgKe7bVwMFbbij-v0JNiE7kJu6MOMwlkBpezYVqf9zt
2002,chBTPLjhgVwcf1To_ou5ZuFmPF-SIRUHiFSDUxmDeRg7ZShTdJxz4nL1rA
2003,G658APk4iOC7_hNB4YlWuRcJrdZihP85strrodg-yR49sO35JequHEnZaw
2004,WXJ7LJI0G3uyHzUWCzAnunINnL--JKOFv3Y5bSNN3AfCix5u_HWdBvn39g
2005,dVJQXjncEVWoWqv9rpL95xEeOrw2fXL308nMLmXIrcxtAGo
2006,aDxXfTubwztaUmcsS-qJzVL90DLGUmmiVF0kJN2araelJyc
2007,oO7OEnBJQb7hmXM3Hcs6Fwiiod1EJ5MLHJ5IU-oaqIFHwJk
2008,2pT351SDWAieQj8p1yW1QO1DBvNFdz6HyssMroG2nPviDqY
2009,ln62HOB49GFuLm2LVPBPBnkvcIo--GoswPb35FHR_cmESbhp
2010,iWsXzx2oLkDoD8UP_SSIhaBNMHMUCN2tI8o3qp2Vn06Fr2BJ
2011,Wv1xxeIb30RmtLIdxyp9E3xu5w1Wb8hWrCZYLE3uGrrT5sU
2012,8HfjFve57GgOLBnjIRAP-htTh1rzjjUcdHPd-voL29wo768
2013,aSJKh0zZRcj1_Wmv9KR96B9gnaPib4BbCsPt6s_FInHwVRc
2014,2C7D1HeTpQxjo8N__T6xWs9yQ8jrVCPyYeV1V_PRD_kUSwzxgZEh_pLmmg
2015,bLGYishcAz8nY3Z_HnXzxauCsundWWswOfemkdfZUzXuLZXJ
2016,7Cm7E4y4Dj3UVPxKSngHa0vN-6gmXw6mX-5BXLzj0grGqLc
2017,FVzSxXHmMB3q_hioqpPZp94OFGdgWG4dnbq_nKnuoT1vWBlNv3FUCS6YTA
2018,ZKYzTU-SuIOMbhjjkZaH54LfyYfHHIJH67m7xHRD94-sB7xUUBbtD935xA
2019,FJy9jZjFGkkpBVI1thRdE6OmH4hjjLPZcQVr_0Ewi4ZExv4
2020,tyQmEx5dmLIlQ_G17M-vXqtATqGhx9Qh7Jn9YHwvVvAH10Xqht8DARDUSw
2021,YhhKK36WJJsFycLd-hWSC1o3lpwHkR4SSXNBVU8IVldZklVxeAhzbZB0Ng
2022,6gCKGDvw6eeAwJVYw2du4qyUGwJ-_cSmbI5F2uUJcKWTiZyC
2023,TD2JjYH9YCOIMD0j8ej5SPQpqgyeGzj6sJMn4x31oyIIyyeT
2024,8fdnV5iOzdxTr_Tq7FkOs2BHBcrl8eJOaHGipQ9tbOKdjkS_qym_aLSq6Q
2025,yBu1px-_OsqY0lnul5lEopBCSu1tgaQ-zHAkBluj7149BEY
2026,D3nSVyIhEmfJUEsSg0U5qHgyV1Lz8FIpiGrVvoJa7luVybFoOCwS1Rlmmw
2027,b2ltoUBer9TDsFMY64AZCV-sc450etETWjwyCRUZJyFaFB5m
2028,xoFMYv4vhTH00EwgkDHfMj9B1AEhOR0Rm4c1hyiWHXYCXMIczGrwilZuLQ
2029,-a8XljqYmEC5uu40S8rljI6V9ECHDVA96ifMXRp9NdwE2Pg
2030,9yrA1zIz-RgcGljCCBf1agw8GOvQT7k2L--i9lQArN9513Y
2031,gHamknz6jQx9QAnjExKmzwgAQNuiUVFue8r8yDwM61BGpIECVMfdM9H_Uw
2032,1EHfYJ9ESyCpjouiM2b8_8Nn-8CExgBydoDlEn7jA4LXFwfmVKoJt6zhJg
2033,U7PfHSKydWq2p57NMeJ5YXBwnYY4_dm5p_NcQFO5I42btZ4
2034,26OWh6VtjxRYkwaYrf5kFlvG_iiOPeVCJhw-Fki3qghdcYo
2035,3fNZV93kfxTwalGLsWbVQdiid-cVhiC6xP3trO-3C2yGcFA
2036,hRiBUxSvdUgIs6g45jY8VcorlxvJEp5fM-xLLvacJTKMyeI
2037,R8AS6Be2OfX-IkNEDzmZllbWgOpBCkaRpZQLVYXSNrr-_H-FotYHIUrjIw
2038,68on14hgX7EUU_NQauIxE3ABW3DjvyIk3enJW6Vnq0wjA3c
2039,RlTeQ-WBK--1sjs4QEO_pyyauvTz1ywbx8kuzRgH8AFDtUUCeMF33EWukw
2040,ZtcE8VXpFqvoi7U2MMeL1QNOJCMq3plfayWQqvKVNiVJfDU
2041,DRt8Q2q2yNLNkq62j6wAEkbo0nIrP9pIKzQkjuyGBpW0VnE
2042,Oz4fWMpxAz4Qs47kcg-E2HyTYOVT7uvCFuNsE64EVtMjqu8l
2043,XmdH7v_657bJEcp-DngKKEVRv8T95beD2B9yjZyaP2XE53ZBVPrbC8qw9A
2044,BOlfoFMIoyD0zyu-5fzQITKNckE0h_KRYGGt0S3bTtEewxk
2045,0Bys-PQGg9yBhnIRTiEkne49D5V6s0wEbsKPzHWgRBU5hhVa7ZvBeIuvDg
2046,aH7TqmGcWuT8rLHbxvC-a-QQUlgaNm8GqiUkeKE0nXfhRU50T18azC7DjQ
2047,2LlHDFrxFKVB1OJp5kIVG2eRz4NufODYjiGwkdMSWyV7VSk
2048,egda4w18GReLUxKhJZptTND8T-D7JXnjIY4FGtLbGAIxoo0
2049,6nSCm2w5gi3uAZKQ27FIcFiAMPe_dLGEQFbzk-EWLXmbNkNI
2050,PNA-dVUtfujanQ04qXCmD7brjvGArQ88xJqfwwQ8K8ICP75o
2051,YPhIEw_j3b7dfRTKrJ6eDVqGVRA7qz6Zm3YMs4ZLQdDKHDk
2052,ixGO-Q_yUk8Cstasar9xlDBTqbPoKOUMVdgqk8pku40eqCc
2053,-BWhnfKg64WSU7gPTmxMtVh96AQx778Q7ZDxjTFbLkmDu-GD
2054,SwexuvfbaisPHG5pnu9IFLw9Y61iNmS5SY-aFZbcKvAr88mjG5s8il4OBA
2055,TNML_xOKOIYtd7QiNU5VO2PKw6JjrsmWdhmPgXqS01iVJ34
2056,lltUpPn0eIgUpEASyAFw6Ja_-Ki2IuteYMQS-REtjH1CVans
2057,UDyMv9xRDFqpFsFQ7CH2CXMGpQErKNAPN_GjNz1G48vnMug
2058,H1UV1M0u2D6j2nOsrpOZXnvRqmEdrdt8-cKy-aOFd2ga4O0
2059,pNMtgHKY-RSSRgl7e3D4tv7x95MXLrX6v5PCH8I8GkOb4U0
2060,KeMYAVh7uloAbQADmy0E66e48F1MuOG1NjggSzdZkYJ_3-E
2061,uJVC0uFPxN6teFl9R0ZZsggIYHB2uUFuT0jHE1QPgxT7lSsF
2062,TJbHwi-dAMF9Vk1qBxV5phkKCDMprdpjw_RpoTSZ_SzBZgqf
2063,4met6_I2qitJoTVmKc3FHOyAJ4nVTU5tbugHxYWkNhxqWX0
2064,GpHhH0IVcCuvtFbzn6J_svJ3ajqYhu78zqlbZ7Haw7cUIXw
2065,gIDSZmMfqSZOAycJ8nX8Kq3WN53B_jHPeAp9wTNJ04e3QAQ
2066,hZsggkJI8H66vMvA5m1AVep-7wiDn_4QoREKGNzq5dqgUYxMmJ11mlu32g
2067,03UUPEbhENiNTFtW0tDAD4_YwGMoRISo5G5_14yxIHg7BEv4ybJcpK_uZw
2068,qKgxGEnZSwuazXYH_vcLxleC6BskxWSGHh6NRNsoGhSECx8
2069,5KhE7TdaSWYOeKjgNAdSkblT0LH5scDL6gToIY1DhtKGVapltgGjKlBNug
2070,gB0LW-pjqj7CTWhP-6KKGesOeDcu3EPVdnF1th3YNIfaV9g
2071,HOhY1V5Wb7ImvQ21Rfx_YjOSuU8o2kSdtfbVf2oLISOqc5VfN_Whh4yyYQ
2072,He1l_0plXlwAONAZxecBrAjXlxjJq0zgUJRFjLRqN6QYJ6kU
2073,Xd9GFGmQLNOuqIIliWSLxme4JnqSpP1PCfnXMrgZWOdctrc
2074,h8GO6x8g997AesuMqJ0ceZmQ_UgK1jVsyALY_xw4GAHUOxo
2075,PEzK3kARKQVXRPZDAHwsg-elKVPoTkFpyKjcz3xB6b0UByH35pSi3cVr5w
2076,31cwk-xRCgH3vT0KXQbrRlc-5743CECcGlToaFRor_-NU0k
2077,hDPUHXw9UNPnrqbN4yKVQUXuCNZxaMmzvHOn7yo1Q5f_3zU
2078,rLpNH4mZAU2NlYVwe-w_e38YSJQ9Cr5mEDWCNLbkW_HTrkhsWommOsDejQ
2079,FqcxBZ-gAVTKnNhZ970lPNmkWAGRcYPNXFuLJAS0kMgbLOK1
2080,1ziKQD8WPXG5ktuI_EyhqIW69hRRXcXE1x8Q-nqkCyLWfaQ
2081,N98M-57VzaT4qZKcROnHN3qdHQgTEJvAssVM09gU2bMuCSAW
2082,Y5z56XdCixOgoezqMv4B4fhHykRNvrsCc49-aYbjRSK2rEs
2083,dLH_roJOh8MO1Ui8Bi1hU9GkJypm4c04SLdW8hr3PIWDZDB7
2084,yo6Ht7TZVQiq_KuTtL8jSuyt6dbK3Ku2Ro94IUGsyE4ujB-e-b1xmxfWBw
2085,DmFHqunEmVh4FKCUtgLQwXT0ZqgHL0767gxHeMjWGM3TweY
2086,PdcUiFW97E6eFp7TVo5PuxS1Kvc7zCfqlBBMuBtmwuf441o
2087,yhGmjWdTiv2-FJHCTIoybgedeDV9zlkA9rf2NBzyPhf8xxlC
2088,6CFd6DMnPxd8ieOacD82r4k4vPyO9owUAwPLplxCiFCagTM
2089,5W8L8c4SMo0IcH7YBRbxIfa9Qqz1d5sG44epm2s1JmllKNg
2090,3yaItXOO8o_2S6BonZcmDoYA5niejelT_fLInJ36hwLwAjA
2091,kDoWLrmYlr6tA-ynIy65z7vlcVjc7Kp3ktJxTBD3IuPOt9cksiA8aLsy6w
2092,0hmmqtDbpqF34Br66kPBymuJAOJZ5CtG9v9U59BGYFCtQ_bN
2093,LqzJZbIrSBa7X0XPC6kbFMmqryFNEk2mBJLQ3ReUF-JXsMM
2094,K_4D3ja-vn0fc5_EseboGs7sFn3GRfZRkE93nx0etcPrzzXy
2095,vpNKvExMCTCWYpJcmorrNPLE5oxrZiTvKu4mgdYX6en45OY
2096,B3p4OL-vAboZoq-33FtR4LntHoQADyfWJxuIG6jGh_jfuzk
2097,Dqo2PKVo7I-bFyAw0LaKDfr_UXcX-28L3XPrjzO2SdboEqc
2098,GYOaslYZ2fj3nBKbMUnThyDVPpei7T6wphLsUWwNXnWaPwk
2099,pKP14cpT_YcS-dTLDTUDKAPDmlBSB6TvPmNcwm5LnnmJisA
2100,NP8KFNuBnEl63AJ8F-mAYbk4zOt2lzjRnJs7tGTjS7jEYoyR_8Lm7FBtjA
2101,Hth6U17binlYbZrXI_adb9SH6g6Be3wsfujq5cNsd3gJkQs
2102,3DFEGMoZNGSn3lS4vDOZv-z5EjHwuXXfdfH4QNda3CXcmWI
2103,zgN2GCqk6JT149FbA2oqeQG0XvwZnhbVEMDy6tzOYn-3Zlo
2104,PJu2o5SGkeltpSif18majbvsedkITvt4qs6BrR5DMWWjdyWr
2105,p5Ow2-A_aZdWVis3SAYDBbJQUIrBUWAE5lQd_980GcRe9j8s
2106,G8vxrxuH2BNiiK91AO3grtZpSv60Ig86EeJr56xzFFRKOCM
2107,iUuKBmurykmrS6i7vfW2Lv2Tk1dZ03PQWwPKCXWJ8O6Vyko
2108,V2w7nyaeXd8JvDWcvW4fIthQKtePzOJ4DvPvH7CVtuLRR9k
2109,fRBNcntgEd5iTddQQCi41bkyG5c5zV-Jta7kc28v1h9f4p4
2110,-gKVHHNDrFWAhU11lr3B6HbKyQRK0johCKzWW72A0KzEE7E
2111,AVzp4IAKhhxGrt2twK5ypH_8-_Y9iLyQGmABWJZb13_mx_Q
2112,gTX720Mew0qux_glJcnKsuOagJaiCnuXDW5YXguiOuwUOYE
2113,j5dRrbyfQHD4groZalNdg5fOfivhgFcwh4q-dN2C4bVBJ2s
2114,3TgEPaaEhlh0AjJQRDEhKhf2l8q3mAZBjfIGVT74NhuvOE8
2115,jFc02MGRxioxEH0huA1HbBZ-rg72c3DxHHC8kU6z7q8S56g
2116,Gy1VawJiW6IMKyLMbwNdjg9JVpWOOBeAOKSt2vySj3JogKU
2117,cB2mQXCOmpkLmKBopUgCh-cWh8J5r8wcW8o1KPzTEub9VQ0
2118,RBJCmZnhpa105syd4HgytHBcXc0lEUDBdqMHN0wItmVR1z0
2119,UNhx1yqu4rFRadB-o0cqmAJpwzSfZv16FO5ivqNqiy1h_Q1JYhaQWFSA_Q
2120,enespYpE3NvM0oTPRYlrgBHNLcpmkNUvwiBay6ZjHUFisTs
2121,t5x-48b8vziUXd9Cq7vxwuLPp7lcqwmvyY2ywdTpaGlkPdw
2122,JCm6p81hT6VLyj6XHl9TGzohPT9wOdAmeXJRHJHLI1BFkN4
2123,i6nlrzaIQEv8Qiwg1QwGqNpLGb5qHFiV0egb594Bpsv4WgFTqrVqjhXc1w
2124,m-vtie89CUKh97IEny-SKSi0rkeIQMXJTt5YWymRrchbsQ8
2125,dgG0D9-zOwWMdfcTB5W1QWwmQRmiiL8ewD3YQP-f-IDFAoU
2126,Z721MVvFr2pB3pelruxHSWTl75LOsV72aPizV5_iBZR9Ybc
2127,unvvLAv55lT-StcaHsf7xJ6bayr8tWw0i3azcA50XKnpDEl6qc2Q_YOAxA
2128,3lpxSLBxMCVDEwHVcrXTIzSO3B_-woJ5M-z9mCtI2rq3D5yDMcR3-FMYog
2129,tgBzaJNo2992FY1Ux54N2Z7baaWYZpUxkVts7kWXW6iDVFsPJhH9Z-Zg-g
2130,48S96NVjj_gifk5iUk_YpLQZivJgRiRr2WLD4j0MrxSJ_FI
2131,4whj8pHgrbHtBYWkXBFG19EmMT0RLBYXtr7qWNx3DQmQPcT1
2132,_LYTPhUGuFNygTcEl0JSeAElFaEG9wWsMEPkohwX3BWmMtY
2133,ZQVcnI0buVPAh7yt84OchW4zebE6vWCOvHfh4IyNP-7pSr4
2134,2fPiYEWQYqpxLgSeqTAgL5zuYG2fbRm0IoROOcu7swCjj0c
2135,ik8wpvy0Il93xTxDxcMzRSFkirC7dIWM0MnNKu94a9J3EmL1bnOM35bdkQ
2136,c1uGNWCPwtTLoOUqrrrLVRaXSKz059La2nXnuNxrPZcyf1M
2137,dxabIy9cGIam5s5Ad4p2usvjjUa5ataGdMZq8461xnx3558
2138,Xc-flTz7RbWxASBMsNVHKEwptiGIuNxuBzabediQiaKFnk_p
2139,QYVfprDEhO1Gv5RE51c2CSfWFWq1ywZnTrsFndbaYnTAsZWDZEfZMYrnPQ
2140,GazzgWQmVOHYjYpqEWMXn6-dBJhI4cPI56_Tw1S9QQ6iwjo
2141,zTqhR6d58pgwuCOHMeK-rY1YZYaVhP9eagzHkUsU7EEm_WCNrWzo3v4mKQ
2142,jDBxppUC85xFjqyRZmV2E-ss0OHeGC6ZFojItAzR9vVC9nk
2143,r3dkBvanXRO_Ba_wAT_J_ngvhjmIabJWIAw3XOiz4Zdgnb4
2144,AqWkglAK4dMf9uSTDTn8pAeuohttWMq7tCYtd5D6M3pXOlM
2145,8-VEStiswex-4a9fznY7SzMBWbQbSLh1T4ITSOzZEV62UWA
2146,yaFVZSPML6qYESPvpjvR_Gfh69nVaAPnuGlMnLUg0K9i7959MuD-IvEldQ
2147,JkTMZ4mXDe1gh7RyUKRq9cASsi6GmZwHYptWAoN3K50nThovVmMIQnIGzg
2148,hz4qNJ7Ad2CZfYi3pFSzWEFs0LcBnT6UcQx2sE0iATlgzVo
2149,L8r1M-gCJgEvL5RVo-wajBXpAC3_PnkRMNujxxuLgq3QG6A
2150,V-3U2UIIaylXNWEh3OBm7asZWnRe3nMW9h_kH1-UCpQJ_VtBRv-xRQ_Izg
2151,yCOCmVa0rmG82iX6vHCAschlp-Y9IVs2rzMb_2lPUR0vGFH5
2152,xJXIR0QIRSj25u3hVtZxmJs4hZyYgm40v3x6XD2U8qIgnUs
2153,VxfNTGS4qMOdJThIKuItj5dACeoH38I7osn4HmHIww6KmKba
2154,RYr7_VBFTbFJKMgczy1neSDCFzXluwkp7QsGeCkIMr1gMfg
2155,A2IBbVTKLAB6--gXXfRfAC83EvlqsFehwYpLtNBpoYgUi0hh
2156,liGSKVIfsU_DFZR5U-L-CIzTKveorj-YZ7QzSGb_C8zPs7PM
2157,IK-8Jh4lslGeqrKfMutyGI-7ryQuuVLYu6hhkBJsHDMwQZ8
2158,RbtufzvYiTiBj7mAU382_h03P00k8BPYlKlrwgiHnI2uSW4
2159,hYFQhPIcyiFOsFjQngI78cGlNwzF7WKkA64_bVYqyMt0yaY
2160,5o8A1U907wYWfLq7u0f5xMMyDTkocKv8HfGhr16zhl9wI0Y
2161,HNwnXsDros0mEjnSiUmiyzi70iDpRhU1ZgTQTDwu5vUDx6OBGcN9uBGzxQ
2162,86uBO2pnRDEQZWlIM6tbQcTFqM91dytM33yVFOj1kW1JwFs
2163,ywtdYbSHlwNPsvwotdcPN-T4LIDYLHE1glpSAU5WfXY4qSA
2164,CuufoY1mZg5VjxJkkzrq3u9Le-qXG3ivPPl2PjiusjU6Nwo
